offset,Chord,NormalForm,PCsinNormalForm,Measure Number,Measure Beat
239.75,<music21.chord.Chord C5 A4 E4>,"[0, 3, 7]","[9, 0, 4]",96,5
240.0,<music21.chord.Chord A4 B4 B3 E-4>,"[0, 2, 6]","[9, 11, 3]",97,1
240.5,<music21.chord.Chord F5 A4 D4 B3>,"[0, 2, 5, 8]","[9, 11, 2, 5]",97,2
241.16666666666700,<music21.chord.Chord A4 B3>,"[0, 2]","[9, 11]",97,3
241.25,<music21.chord.Chord F#5 A4 E-4 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",97,3
241.375,<music21.chord.Chord F#5 E-4>,"[0, 3]","[3, 6]",97,3
241.5,<music21.chord.Chord A5 E-5 C#5 B3>,"[0, 2, 4, 6]","[9, 11, 1, 3]",97,4
242.16666666666700,<music21.chord.Chord E-5 B3>,"[0, 4]","[11, 3]",97,5
242.25,<music21.chord.Chord G#5 E-5 B4 B3>,"[0, 3, 7]","[8, 11, 3]",97,5
242.5,<music21.chord.Chord F#5 B5 B4 A4 E4>,"[0, 2, 5, 7]","[4, 6, 9, 11]",98,1
243.0,<music21.chord.Chord E5 B5 B4 G#4 E4>,"[0, 4, 7]","[4, 8, 11]",98,2
243.66666666666700,<music21.chord.Chord B5 B4 E4>,"[0, 5]","[11, 4]",98,3
243.75,<music21.chord.Chord E-5 B5 B4 G4 E4>,"[0, 1, 4, 8]","[3, 4, 7, 11]",98,3
243.875,<music21.chord.Chord E-5 B5 G4 E4>,"[0, 1, 4, 8]","[3, 4, 7, 11]",98,3
244.0,<music21.chord.Chord B4 B5 E4>,"[0, 5]","[11, 4]",98,4
244.5,<music21.chord.Chord B4 B5>,[0],[11],98,5
244.66666666666700,<music21.chord.Chord B5>,[0],[11],98,5
244.75,<music21.chord.Chord E5 F4 G#4 B5>,"[0, 1, 4, 7]","[4, 5, 8, 11]",98,5
245.0,<music21.chord.Chord F#4 A4 E5 B5 B3>,"[0, 2, 5, 7]","[4, 6, 9, 11]",99,1
245.25,<music21.chord.Chord F#4 A4 B3>,"[0, 3, 5]","[6, 9, 11]",99,1
245.5,<music21.chord.Chord A4 F#4 B3>,"[0, 3, 5]","[6, 9, 11]",99,2
246.25,<music21.chord.Chord C#5 E4 B3>,"[0, 2, 5]","[11, 1, 4]",99,3
246.5,<music21.chord.Chord B4 E-4 B3>,"[0, 4]","[11, 3]",99,4
247.25,<music21.chord.Chord G4 E-4 B3>,"[0, 4, 8]","[3, 7, 11]",99,5
247.5,<music21.chord.Chord E4 G#4 B3>,"[0, 4, 7]","[4, 8, 11]",100,1
248.0,<music21.chord.Chord G#4 B4 B3>,"[0, 3]","[8, 11]",100,2
248.75,<music21.chord.Chord E5 G#5 B3>,"[0, 4, 7]","[4, 8, 11]",100,3
249.0,<music21.chord.Chord E-5 F#5 B3>,"[0, 4, 7]","[11, 3, 6]",100,4
249.75,<music21.chord.Chord C#5 E5 B3>,"[0, 2, 5]","[11, 1, 4]",100,5
250.0,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",101,1
250.125,<music21.chord.Chord E5 B4 B3>,"[0, 5]","[11, 4]",101,1
250.25,<music21.chord.Chord B4 B3>,[0],[11],101,1
250.33333333333300,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",101,1
250.45833333333300,<music21.chord.Chord B4 B3>,[0],[11],101,1
250.5,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",101,2
251.25,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",101,3
251.5,<music21.chord.Chord E5 C#5 B3>,"[0, 2, 5]","[11, 1, 4]",101,4
252.25,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",101,5
252.5,<music21.chord.Chord G#4 B4 E3>,"[0, 4, 7]","[4, 8, 11]",102,1
253.0,<music21.chord.Chord G#4 B4 B3>,"[0, 3]","[8, 11]",102,2
253.66666666666700,<music21.chord.Chord G#4 B4>,"[0, 3]","[8, 11]",102,3
253.75,<music21.chord.Chord G#4 B4 E4>,"[0, 4, 7]","[4, 8, 11]",102,3
253.875,<music21.chord.Chord E4>,[0],[4],102,3
254.0,<music21.chord.Chord G#4>,[0],[8],102,4
254.75,<music21.chord.Chord B4>,[0],[11],102,5
255.0,<music21.chord.Chord A5 E5 C5 B-4>,"[0, 1, 3, 7]","[9, 10, 0, 4]",103,1
255.5,<music21.chord.Chord G5 E5 C5 B-4>,"[0, 3, 6, 8]","[4, 7, 10, 0]",103,2
256.1666666666670,<music21.chord.Chord E5 C5 B-4>,"[0, 2, 6]","[10, 0, 4]",103,3
256.25,<music21.chord.Chord A5 E5 C5 B-4>,"[0, 1, 3, 7]","[9, 10, 0, 4]",103,3
256.375,<music21.chord.Chord A5 C5>,"[0, 3]","[9, 0]",103,3
256.5,<music21.chord.Chord C6 G5 A4 C5>,"[0, 2, 5]","[7, 9, 0]",103,4
257.1666666666670,<music21.chord.Chord C6 C5 A4>,"[0, 3]","[9, 0]",103,5
257.25,<music21.chord.Chord F5 C6 C5 A4>,"[0, 4, 7]","[5, 9, 0]",103,5
257.5,<music21.chord.Chord G#5 E-5 B4 A4>,"[0, 1, 3, 7]","[8, 9, 11, 3]",104,1
258.0,<music21.chord.Chord F#5 E-5 B4 A4>,"[0, 3, 6, 8]","[3, 6, 9, 11]",104,2
258.6666666666670,<music21.chord.Chord E-5 B4 A4>,"[0, 2, 6]","[9, 11, 3]",104,3
258.75,<music21.chord.Chord G#5 E-5 B4 A4>,"[0, 1, 3, 7]","[8, 9, 11, 3]",104,3
258.875,<music21.chord.Chord G#5 B4>,"[0, 3]","[8, 11]",104,3
259.0,<music21.chord.Chord B5 F#5 G#4 B4>,"[0, 2, 5]","[6, 8, 11]",104,4
259.6666666666670,<music21.chord.Chord B5 B4 G#4>,"[0, 3]","[8, 11]",104,5
259.75,<music21.chord.Chord E5 B5 B4 G#4>,"[0, 4, 7]","[4, 8, 11]",104,5
260.0,<music21.chord.Chord D5 F5 B4>,"[0, 3, 6]","[11, 2, 5]",105,1
260.5,<music21.chord.Chord C#5 F#5 A4>,"[0, 3, 7]","[6, 9, 1]",105,2
261.25,<music21.chord.Chord D5 G#5 F4>,"[0, 3, 6]","[2, 5, 8]",105,3
261.5,<music21.chord.Chord C#5 A5 F#4>,"[0, 3, 7]","[6, 9, 1]",105,4
262.5,<music21.chord.Chord E-5 F#5 A4 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",106,1
263.0,<music21.chord.Chord E-5 A5 C#5 B3>,"[0, 2, 4, 6]","[9, 11, 1, 3]",106,2
263.6666666666670,<music21.chord.Chord B3>,[0],[11],106,3
263.75,<music21.chord.Chord E-5 G#5 B4 B3>,"[0, 3, 7]","[8, 11, 3]",106,3
263.875,<music21.chord.Chord E-5 G#5 B4>,"[0, 3, 7]","[8, 11, 3]",106,3
264.0,<music21.chord.Chord B4 E5 G#4 E4>,"[0, 4, 7]","[4, 8, 11]",106,4
265.0,<music21.chord.Chord E4 G4 C4>,"[0, 4, 7]","[0, 4, 7]",107,1
265.5,<music21.chord.Chord D4 G4 B3>,"[0, 4, 7]","[7, 11, 2]",107,2
266.25,<music21.chord.Chord E4 G4 C4>,"[0, 4, 7]","[0, 4, 7]",107,3
266.5,<music21.chord.Chord D4 G4 B3>,"[0, 4, 7]","[7, 11, 2]",107,4
267.25,<music21.chord.Chord F#4 C5 D5 A3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",107,5
267.5,<music21.chord.Chord G4 B4 D5 G3>,"[0, 4, 7]","[7, 11, 2]",108,1
268.0,<music21.chord.Chord A4 B4 E-5 F#3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",108,2
268.75,<music21.chord.Chord G4 B4 E5 E3>,"[0, 3, 7]","[4, 7, 11]",108,3
269.0,<music21.chord.Chord B4 F5 G#5 D3>,"[0, 3, 6, 9]","[2, 5, 8, 11]",108,4
269.75,<music21.chord.Chord B5 B2>,[0],[11],108,5
270.0,<music21.chord.Chord E5 A5 C3>,"[0, 3, 7]","[9, 0, 4]",109,1
270.5,<music21.chord.Chord C6 A2>,"[0, 3]","[9, 0]",109,2
271.25,<music21.chord.Chord E6 F#2>,"[0, 2]","[4, 6]",109,3
271.5,<music21.chord.Chord A5 E-6 B2>,"[0, 2, 6]","[9, 11, 3]",109,4
272.25,<music21.chord.Chord B6 B1>,[0],[11],109,5
272.5,<music21.chord.Chord G#5 G#6 E2>,"[0, 4]","[4, 8]",110,1
273.0,<music21.chord.Chord G#5 G#6 B2>,"[0, 3]","[8, 11]",110,2
273.6666666666670,<music21.chord.Chord G#5 G#6>,[0],[8],110,3
273.75,<music21.chord.Chord G#5 G#6 E3>,"[0, 4]","[4, 8]",110,3
273.875,<music21.chord.Chord E3>,[0],[4],110,3
274.0,<music21.chord.Chord G#3>,[0],[8],110,4
274.75,<music21.chord.Chord B3>,[0],[11],110,5
275.0,<music21.chord.Chord A4 B4 B3 E-4>,"[0, 2, 6]","[9, 11, 3]",111,1
275.5,<music21.chord.Chord C#5 A4 E4 B3>,"[0, 2, 4, 7]","[9, 11, 1, 4]",111,2
276.1666666666670,<music21.chord.Chord A4 B3>,"[0, 2]","[9, 11]",111,3
276.25,<music21.chord.Chord E-5 A4 F#4 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",111,3
276.375,<music21.chord.Chord E-5 B3 F#4>,"[0, 4, 7]","[11, 3, 6]",111,3
276.5,<music21.chord.Chord B4 A4 E-4 B3>,"[0, 2, 6]","[9, 11, 3]",111,4
277.1666666666670,<music21.chord.Chord A4 B3>,"[0, 2]","[9, 11]",111,5
277.25,<music21.chord.Chord G#5 A4 B3>,"[0, 1, 3]","[8, 9, 11]",111,5
277.5,<music21.chord.Chord B4 E5 E4 G#4>,"[0, 4, 7]","[4, 8, 11]",112,1
278.0,<music21.chord.Chord B4 E5 E-4 G#4>,"[0, 1, 5, 8]","[3, 4, 8, 11]",112,2
278.6666666666670,<music21.chord.Chord B4 E5 G#4>,"[0, 4, 7]","[4, 8, 11]",112,3
278.75,<music21.chord.Chord B4 E5 D4 G#4>,"[0, 3, 6, 8]","[8, 11, 2, 4]",112,3
278.875,<music21.chord.Chord D4>,[0],[2],112,3
279.0,<music21.chord.Chord C#4>,[0],[1],112,4
279.75,<music21.chord.Chord C4>,[0],[0],112,5
280.0,<music21.chord.Chord A3 B3 B2 E-3>,"[0, 2, 6]","[9, 11, 3]",113,1
280.5,<music21.chord.Chord C#4 A3 E3 B2>,"[0, 2, 4, 7]","[9, 11, 1, 4]",113,2
281.1666666666670,<music21.chord.Chord A3 B2>,"[0, 2]","[9, 11]",113,3
281.25,<music21.chord.Chord E-4 A3 F#3 B2>,"[0, 3, 6, 8]","[3, 6, 9, 11]",113,3
281.375,<music21.chord.Chord E-4 B2 F#3>,"[0, 4, 7]","[11, 3, 6]",113,3
281.5,<music21.chord.Chord B3 A3 E-3 B2>,"[0, 2, 6]","[9, 11, 3]",113,4
282.1666666666670,<music21.chord.Chord A3 B2>,"[0, 2]","[9, 11]",113,5
282.25,<music21.chord.Chord G#4 A3 B2>,"[0, 1, 3]","[8, 9, 11]",113,5
282.5,<music21.chord.Chord B3 E4 E3 G#3>,"[0, 4, 7]","[4, 8, 11]",114,1
283.0,<music21.chord.Chord E5 G#5 E6 E2 E3>,"[0, 4]","[4, 8]",114,2
