offset,Chord,NormalForm,PCsInNormalForm,file,Composer,Measure Number,Measure Beat Number
524.75,<music21.chord.Chord D5 G5 B5 D6 G2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,175,2.25
525.25,<music21.chord.Chord D5 G5 B5 D6 G2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,175,2.75
525.5,<music21.chord.Chord D5 G5 B5 D6 G2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,175,3.0
526,<music21.chord.Chord D5 G5 B5 D6 G2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,175,3.5
526.75,<music21.chord.Chord D5 G5 B5 D6 G2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,176,1.25
527.25,<music21.chord.Chord D5 G5 B5 D6 G2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,176,1.75
527.5,<music21.chord.Chord E5 G5 C6 E6 C2 G2 C3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,176,2.0
528,<music21.chord.Chord E5 G5 C6 E6 C2 G2 C3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,176,2.5
528.75,<music21.chord.Chord E5 G5 C6 E6 C2 G2 C3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,176,3.25
529.25,<music21.chord.Chord E5 G5 C6 E6 C2 G2 C3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,176,3.75
529.5,<music21.chord.Chord E5 G5 C6 E6 C2 G2 C3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,177,1.0
530,<music21.chord.Chord E5 G5 C6 E6 C2 G2 C3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,177,1.5
530.75,<music21.chord.Chord E4 G4 C5 E5 C3 G3 C4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,177,2.25
531.25,<music21.chord.Chord E4 G4 C5 E5 C3 G3 C4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,177,2.75
531.5,<music21.chord.Chord E4 G4 C5 E5 C3 G3 C4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,177,3.0
532,<music21.chord.Chord E4 G4 C5 E5 C3 G3 C4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,177,3.5
532.75,<music21.chord.Chord E4 G4 C5 E5 C3 G3 C4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,178,1.25
533.25,<music21.chord.Chord E4 G4 C5 E5 C3 G3 C4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,178,1.75
533.5,<music21.chord.Chord F4 C5 E5 D3 B3 D4>,"[0, 1, 3, 5, 6]","[11, 0, 2, 4, 5]",Con moto D850 II A Major.mid,Schubert,178,2.0
534,<music21.chord.Chord F4 B4 D5 D3 B3 D4>,"[0, 3, 6]","[11, 2, 5]",Con moto D850 II A Major.mid,Schubert,178,2.5
534.75,<music21.chord.Chord F4 B4 D5 D3 B3 D4>,"[0, 3, 6]","[11, 2, 5]",Con moto D850 II A Major.mid,Schubert,178,3.25
535.25,<music21.chord.Chord F4 B4 D5 D3 B3 D4>,"[0, 3, 6]","[11, 2, 5]",Con moto D850 II A Major.mid,Schubert,178,3.75
535.5,<music21.chord.Chord E4 B4 D5 E3 A3 C4>,"[0, 2, 3, 5, 7]","[9, 11, 0, 2, 4]",Con moto D850 II A Major.mid,Schubert,179,1.0
536,<music21.chord.Chord E4 A4 C5 E3 A3 C4>,"[0, 3, 7]","[9, 0, 4]",Con moto D850 II A Major.mid,Schubert,179,1.5
536.75,<music21.chord.Chord E4 A4 C5 E3 A3 C4>,"[0, 3, 7]","[9, 0, 4]",Con moto D850 II A Major.mid,Schubert,179,2.25
537.25,<music21.chord.Chord E4 A4 C5 E3 A3 C4>,"[0, 3, 7]","[9, 0, 4]",Con moto D850 II A Major.mid,Schubert,179,2.75
537.5,<music21.chord.Chord E4 A4 C5 E3 D4>,"[0, 3, 5, 7]","[9, 0, 2, 4]",Con moto D850 II A Major.mid,Schubert,179,3.0
538,<music21.chord.Chord E4 G#4 B4 E3 D4>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,179,3.5
540,<music21.chord.Chord C#4 E4 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,180,2.5
540.5,<music21.chord.Chord D4 F#4 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,180,3.0
541,<music21.chord.Chord C4 E-4 A3>,"[0, 3, 6]","[9, 0, 3]",Con moto D850 II A Major.mid,Schubert,180,3.5
541.5,<music21.chord.Chord C#4 E4 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,181,1.0
541.75,<music21.chord.Chord C#4 E4 A4 C#5 A3 A2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,181,1.25
542.25,<music21.chord.Chord C#4 E4 A4 C#5 A3 A2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,181,1.75
542.5,<music21.chord.Chord C#4 E4 A4 C#5 A3 A2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,181,2.0
543,<music21.chord.Chord C#4 E4 A4 C#5 A3 A2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,181,2.5
543.5,<music21.chord.Chord C#4 E4 B4 A3>,"[0, 2, 4, 7]","[9, 11, 1, 4]",Con moto D850 II A Major.mid,Schubert,181,3.0
544,<music21.chord.Chord C#4 F4 C#5 A3>,"[0, 4, 8]","[1, 5, 9]",Con moto D850 II A Major.mid,Schubert,181,3.5
544.5,<music21.chord.Chord C#5 F#4 D4>,"[0, 1, 5]","[1, 2, 6]",Con moto D850 II A Major.mid,Schubert,182,1.0
544.75,<music21.chord.Chord C#5 F#4 E5 F#5 D4 D3 B-3>,"[0, 3, 4, 6, 8]","[10, 1, 2, 4, 6]",Con moto D850 II A Major.mid,Schubert,182,1.25
545.25,<music21.chord.Chord C#5 F#4 E5 F#5 D4 D3 B-3>,"[0, 3, 4, 6, 8]","[10, 1, 2, 4, 6]",Con moto D850 II A Major.mid,Schubert,182,1.75
545.5,<music21.chord.Chord B4 F#4 D5 F#5 D4 D3 B3>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,182,2.0
546,<music21.chord.Chord B4 F#4 D5 F#5 D4 D3 B3>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,182,2.5
546.25,<music21.chord.Chord A4 D4>,"[0, 5]","[9, 2]",Con moto D850 II A Major.mid,Schubert,182,2.75
546.5,<music21.chord.Chord G#4 D4 B3>,"[0, 3, 6]","[8, 11, 2]",Con moto D850 II A Major.mid,Schubert,182,3.0
547,<music21.chord.Chord F#4 D4 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,182,3.5
547.5,<music21.chord.Chord D4 E4 G#3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,183,1.0
547.75,<music21.chord.Chord D4 E4 D5 E5 G#3 B2 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,183,1.25
548.25,<music21.chord.Chord D4 E4 D5 E5 G#3 B2 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,183,1.75
548.5,<music21.chord.Chord D4 E4 D5 E5 G#3 B2 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,183,2.0
549,<music21.chord.Chord D4 E4 D5 E5 G#3 B2 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,183,2.5
549.25,<music21.chord.Chord F#4>,[0],[6],Con moto D850 II A Major.mid,Schubert,183,2.75
549.375,<music21.chord.Chord G#4>,[0],[8],Con moto D850 II A Major.mid,Schubert,183,2.875
549.5,<music21.chord.Chord D4 F#4 G#3>,"[0, 4, 6]","[2, 6, 8]",Con moto D850 II A Major.mid,Schubert,183,3.0
550,<music21.chord.Chord D4 E4 G#3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,183,3.5
550.5,<music21.chord.Chord D4 F#4 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,184,1.0
550.75,<music21.chord.Chord D4 F#4 A4 A3 A2 D3 F#3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,184,1.25
551.25,<music21.chord.Chord D4 F#4 A4 A3 A2 D3 F#3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,184,1.75
551.5,<music21.chord.Chord C#4 E4 A4 A3 A2 C#3 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,184,2.0
552,<music21.chord.Chord A4 C#5 E5 A2 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,184,2.5
552.5,<music21.chord.Chord A4 D5 F#5 D2 D3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,184,3.0
553,<music21.chord.Chord A4 C5 E-5 F#2 F#3>,"[0, 3, 6, 9]","[0, 3, 6, 9]",Con moto D850 II A Major.mid,Schubert,184,3.5
553.5,<music21.chord.Chord A4 C#5 E5 A2 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,185,1.0
553.75,<music21.chord.Chord C#5 E5 A5 C#6 A1 E2 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,185,1.25
554.25,<music21.chord.Chord C#5 E5 A5 C#6 A1 E2 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,185,1.75
554.5,<music21.chord.Chord C#5 E5 A5 C#6 A1 E2 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,185,2.0
555,<music21.chord.Chord C#5 E5 A5 C#6 A1 E2 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,185,2.5
555.25,<music21.chord.Chord E4 A4 C#5 C#3 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,185,2.75
555.5,<music21.chord.Chord E4 A4 C#5 E5 B2 B3>,"[0, 2, 4, 7]","[9, 11, 1, 4]",Con moto D850 II A Major.mid,Schubert,185,3.0
556,<music21.chord.Chord F#4 C#5 E-5 F#5 A2 A3>,"[0, 2, 5, 8]","[1, 3, 6, 9]",Con moto D850 II A Major.mid,Schubert,185,3.5
556.5,<music21.chord.Chord G#4 C#5 E5 G#5 G#2 G#3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,186,1.0
556.75,<music21.chord.Chord G#5 C#6 E6 G#6 G#1 C#2 G#2>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,186,1.25
557.25,<music21.chord.Chord G#5 C#6 E6 G#6 G#1 C#2 G#2>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,186,1.75
557.5,<music21.chord.Chord G#5 C#6 E6 G#6 G#1 C#2 G#2>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,186,2.0
558,<music21.chord.Chord G#5 C#6 E6 G#6 G#1 C#2 G#2>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,186,2.5
558.25,<music21.chord.Chord E4 G#4 E5 G#3 C#4>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,186,2.75
558.5,<music21.chord.Chord F#4 G#4 E-5 G#3 C4>,"[0, 3, 6, 8]","[0, 3, 6, 8]",Con moto D850 II A Major.mid,Schubert,186,3.0
559,<music21.chord.Chord F#4 G#4 G#3 E-4>,"[0, 3, 5]","[3, 6, 8]",Con moto D850 II A Major.mid,Schubert,186,3.5
559.5,<music21.chord.Chord E4 G#4 C#5 C#3 G#3 C#4>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,187,1.0
559.75,<music21.chord.Chord C#5 E5 G#5 C#6 C#2 E2 G#2 C#3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,187,1.25
560.25,<music21.chord.Chord C#5 E5 G#5 C#6 C#2 E2 G#2 C#3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,187,1.75
560.5,<music21.chord.Chord C#5 E5 G#5 C#6 C#2 E2 G#2 C#3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,187,2.0
561,<music21.chord.Chord C#5 E5 G#5 C#6 C#2 E2 G#2 C#3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,187,2.5
561.25,<music21.chord.Chord C#4 E4 C#5 E3 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,187,2.75
561.5,<music21.chord.Chord D4 E4 B4 E3 G#3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,187,3.0
562,<music21.chord.Chord D4 E4 E3 B3>,"[0, 3, 5]","[11, 2, 4]",Con moto D850 II A Major.mid,Schubert,187,3.5
562.5,<music21.chord.Chord C#4 A4 F#3 A3>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,188,1.0
562.75,<music21.chord.Chord A4 C#5 F#5 A5 F#2 C#3 F#3>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,188,1.25
563.25,<music21.chord.Chord A4 C#5 F#5 A5 F#2 C#3 F#3>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,188,1.75
563.5,<music21.chord.Chord A4 C#5 F#5 A5 F#2 C#3 F#3>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,188,2.0
564,<music21.chord.Chord A4 C#5 F#5 A5 F#2 C#3 F#3>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,188,2.5
564.25,<music21.chord.Chord C#4 G4 B-4 E2 E3>,"[0, 3, 6, 9]","[1, 4, 7, 10]",Con moto D850 II A Major.mid,Schubert,188,2.75
564.5,<music21.chord.Chord D4 G4 B4 D2 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,188,3.0
565,<music21.chord.Chord E4 G4 B-4 C#5 C#2 C#3>,"[0, 3, 6, 9]","[1, 4, 7, 10]",Con moto D850 II A Major.mid,Schubert,188,3.5
565.5,<music21.chord.Chord D4 G4 B4 D5 B1 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,189,1.0
565.75,<music21.chord.Chord D5 G5 B5 D6 B1 D2 G2 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,189,1.25
566.25,<music21.chord.Chord D5 G5 B5 D6 B1 D2 G2 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,189,1.75
566.5,<music21.chord.Chord D5 G5 B5 D6 B1 D2 G2 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,189,2.0
567,<music21.chord.Chord D5 G5 B5 D6 B1 D2 G2 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,189,2.5
567.75,<music21.chord.Chord D4 F#4 A4 D5 C3 D3 F#3 A3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Con moto D850 II A Major.mid,Schubert,189,3.25
568.25,<music21.chord.Chord D4 F#4 A4 D5 C3 D3 F#3 A3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Con moto D850 II A Major.mid,Schubert,189,3.75
568.5,<music21.chord.Chord D4 F#4 A4 D5 C3 D3 F#3 A3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Con moto D850 II A Major.mid,Schubert,190,1.0
569,<music21.chord.Chord D4 F#4 A4 D5 C3 D3 F#3 A3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Con moto D850 II A Major.mid,Schubert,190,1.5
569.75,<music21.chord.Chord D5 G5 B5 D6 B1 D2 G2 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,190,2.25
570.25,<music21.chord.Chord D5 G5 B5 D6 B1 D2 G2 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,190,2.75
570.5,<music21.chord.Chord D5 G5 B5 D6 B1 D2 G2 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,190,3.0
571,<music21.chord.Chord D5 G5 B5 D6 B1 D2 G2 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,190,3.5
571.75,<music21.chord.Chord D4 F#4 A4 D5 C3 D3 F#3 A3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Con moto D850 II A Major.mid,Schubert,191,1.25
572.25,<music21.chord.Chord D4 F#4 A4 D5 C3 D3 F#3 A3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Con moto D850 II A Major.mid,Schubert,191,1.75
572.5,<music21.chord.Chord D4 F#4 A4 D5 C3 D3 F#3 A3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Con moto D850 II A Major.mid,Schubert,191,2.0
573,<music21.chord.Chord D4 F#4 A4 D5 C3 D3 F#3 A3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Con moto D850 II A Major.mid,Schubert,191,2.5
573.75,<music21.chord.Chord D5 G5 B5 D6 B1 D2 G2 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,191,3.25
574.25,<music21.chord.Chord D5 G5 B5 D6 B1 D2 G2 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,191,3.75
574.5,<music21.chord.Chord D5 G5 B5 D6 B1 D2 G2 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,192,1.0
575,<music21.chord.Chord D5 G5 B5 B1 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,192,1.5
575.5,<music21.chord.Chord B4 D5 G5 B1 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,192,2.0
576,<music21.chord.Chord G4 B4 D5 B1 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,192,2.5
576.5,<music21.chord.Chord D4 G4 B4 B1 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,192,3.0
577,<music21.chord.Chord B3 D4 G4 B1 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,192,3.5
577.5,<music21.chord.Chord G3 D4 F4 B1 B2>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Con moto D850 II A Major.mid,Schubert,193,1.0
580.5,<music21.chord.Chord G3 D4 F4 B1 B2>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Con moto D850 II A Major.mid,Schubert,194,1.0
583.5,<music21.chord.Chord E4 G#3 D4 B2 D3 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,195,1.0
585.125,<music21.chord.Chord E4 G#3 D4 B2 D3 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,195,2.625
585.25,<music21.chord.Chord F#4 G#3 D4 B2 D3 E3>,"[0, 2, 4, 6, 9]","[2, 4, 6, 8, 11]",Con moto D850 II A Major.mid,Schubert,195,2.75
585.375,<music21.chord.Chord G#4 G#3 D4 B2 D3 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,195,2.875
585.5,<music21.chord.Chord F#4 B2 D3 E3>,"[0, 3, 5, 7]","[11, 2, 4, 6]",Con moto D850 II A Major.mid,Schubert,195,3.0
586.25,<music21.chord.Chord E4 B2 D3 E3>,"[0, 3, 5]","[11, 2, 4]",Con moto D850 II A Major.mid,Schubert,195,3.75
586.5,<music21.chord.Chord E4 G#3 D4 B2 D3 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,196,1.0
588.125,<music21.chord.Chord E4 G#3 D4 B2 D3 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,196,2.625
588.25,<music21.chord.Chord F#4 G#3 D4 B2 D3 E3>,"[0, 2, 4, 6, 9]","[2, 4, 6, 8, 11]",Con moto D850 II A Major.mid,Schubert,196,2.75
588.375,<music21.chord.Chord G#4 G#3 D4 B2 D3 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,196,2.875
588.5,<music21.chord.Chord F#4 B2 D3 E3>,"[0, 3, 5, 7]","[11, 2, 4, 6]",Con moto D850 II A Major.mid,Schubert,196,3.0
589.25,<music21.chord.Chord E4 B2 D3 E3>,"[0, 3, 5]","[11, 2, 4]",Con moto D850 II A Major.mid,Schubert,196,3.75
589.5,<music21.chord.Chord E4 C#4 C#3 E3 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,197,1.0
589.75,<music21.chord.Chord A4 C#4 C#3 E3 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,197,1.25
590,<music21.chord.Chord G#4 E-4 F#3 A3 B3>,"[0, 3, 5, 6, 8]","[3, 6, 8, 9, 11]",Con moto D850 II A Major.mid,Schubert,197,1.5
590.25,<music21.chord.Chord A4 E-4 F#3 A3 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",Con moto D850 II A Major.mid,Schubert,197,1.75
590.5,<music21.chord.Chord C#5 E4 E3 A3 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,197,2.0
591.5,<music21.chord.Chord C#5 D4 E4 G#4 E2 E3>,"[0, 1, 3, 7]","[1, 2, 4, 8]",Con moto D850 II A Major.mid,Schubert,197,3.0
592.25,<music21.chord.Chord B4 D4 E4 G#4 E2 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,197,3.75
592.5,<music21.chord.Chord C#4 E4 A4 A2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,198,1.0
592.75,<music21.chord.Chord A3 C#4 E4 A4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,198,1.25
593.25,<music21.chord.Chord A3 C#4 E4 A4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,198,1.75
593.5,<music21.chord.Chord A3 C#4 E4 A4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,198,2.0
594,<music21.chord.Chord A3 C#4 E4 A4 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,198,2.5
594.5,<music21.chord.Chord B2>,[0],[11],Con moto D850 II A Major.mid,Schubert,198,3.0
595,<music21.chord.Chord G#2>,[0],[8],Con moto D850 II A Major.mid,Schubert,198,3.5
595.5,<music21.chord.Chord A2>,[0],[9],Con moto D850 II A Major.mid,Schubert,199,1.0
595.75,<music21.chord.Chord A3 C#4 G4 A4 A2>,"[0, 2, 6]","[7, 9, 1]",Con moto D850 II A Major.mid,Schubert,199,1.25
596.25,<music21.chord.Chord A3 C#4 G4 A4 A2>,"[0, 2, 6]","[7, 9, 1]",Con moto D850 II A Major.mid,Schubert,199,1.75
596.5,<music21.chord.Chord A3 C#4 G4 A4 A2>,"[0, 2, 6]","[7, 9, 1]",Con moto D850 II A Major.mid,Schubert,199,2.0
597,<music21.chord.Chord A3 C#4 G4 A4 G3>,"[0, 2, 6]","[7, 9, 1]",Con moto D850 II A Major.mid,Schubert,199,2.5
597.5,<music21.chord.Chord E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,199,3.0
598,<music21.chord.Chord C#3>,[0],[1],Con moto D850 II A Major.mid,Schubert,199,3.5
598.5,<music21.chord.Chord A2>,[0],[9],Con moto D850 II A Major.mid,Schubert,200,1.0
598.75,<music21.chord.Chord A3 D4 F#4 A4 A2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,200,1.25
599.25,<music21.chord.Chord A3 D4 F#4 A4 A2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,200,1.75
599.5,<music21.chord.Chord A3 D4 F#4 A4 A2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,200,2.0
600,<music21.chord.Chord A3 D4 F#4 A4 A2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,200,2.5
600.5,<music21.chord.Chord B2>,[0],[11],Con moto D850 II A Major.mid,Schubert,200,3.0
601,<music21.chord.Chord G#2>,[0],[8],Con moto D850 II A Major.mid,Schubert,200,3.5
601.5,<music21.chord.Chord A2>,[0],[9],Con moto D850 II A Major.mid,Schubert,201,1.0
601.75,<music21.chord.Chord A3 D4 F4 G#4 A2>,"[0, 3, 6, 7]","[2, 5, 8, 9]",Con moto D850 II A Major.mid,Schubert,201,1.25
602.25,<music21.chord.Chord A3 D4 F4 G#4 A2>,"[0, 3, 6, 7]","[2, 5, 8, 9]",Con moto D850 II A Major.mid,Schubert,201,1.75
602.5,<music21.chord.Chord A3 D4 F4 G#4 A2>,"[0, 3, 6, 7]","[2, 5, 8, 9]",Con moto D850 II A Major.mid,Schubert,201,2.0
603,<music21.chord.Chord A3 D4 F4 G#4 F3>,"[0, 3, 6, 7]","[2, 5, 8, 9]",Con moto D850 II A Major.mid,Schubert,201,2.5
603.5,<music21.chord.Chord D3>,[0],[2],Con moto D850 II A Major.mid,Schubert,201,3.0
604.25,<music21.chord.Chord B2>,[0],[11],Con moto D850 II A Major.mid,Schubert,201,3.75
604.5,<music21.chord.Chord A2>,[0],[9],Con moto D850 II A Major.mid,Schubert,202,1.0
604.75,<music21.chord.Chord A3 C#4 E4 A4 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,202,1.25
605.25,<music21.chord.Chord A3 C#4 E4 A4 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,202,1.75
605.5,<music21.chord.Chord A3 C#4 E4 A4 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,202,2.0
606,<music21.chord.Chord A3 C#4 E4 A4 A1>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,202,2.5
606.5,<music21.chord.Chord B1>,[0],[11],Con moto D850 II A Major.mid,Schubert,202,3.0
607,<music21.chord.Chord G#1>,[0],[8],Con moto D850 II A Major.mid,Schubert,202,3.5
