offset,Chord,NormalForm,PCsInNormalForm,file,Composer,Measure Number,Measure Beat Number
318.375,<music21.chord.Chord D5 F#5 B3 A4>,"[0, 3, 5, 8]","[6, 9, 11, 2]",Con moto D850 II A Major.mid,Schubert,106,2.875
318.5,<music21.chord.Chord C#5 E5 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,106,3.0
318.75,<music21.chord.Chord C#5 E5 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,106,3.25
319,<music21.chord.Chord A4 C#5 E5>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,106,3.5
319.25,<music21.chord.Chord B2 B3>,[0],[11],Con moto D850 II A Major.mid,Schubert,106,3.75
319.5,<music21.chord.Chord A4 D5 F#5>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,107,1.0
319.75,<music21.chord.Chord A2 A3>,[0],[9],Con moto D850 II A Major.mid,Schubert,107,1.25
320,<music21.chord.Chord A4 C5 E-5>,"[0, 3, 6]","[9, 0, 3]",Con moto D850 II A Major.mid,Schubert,107,1.5
320.25,<music21.chord.Chord F#3 F#2>,[0],[6],Con moto D850 II A Major.mid,Schubert,107,1.75
320.5,<music21.chord.Chord A4 C#5 E5>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,107,2.0
320.75,<music21.chord.Chord A4 C#5 E5 E2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,107,2.25
321.25,<music21.chord.Chord A4 C#5 E5 C#2 C#3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,107,2.75
321.5,<music21.chord.Chord A4 C#5 E5 E2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,107,3.0
321.75,<music21.chord.Chord A4 C#5 E5 A2 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,107,3.25
322,<music21.chord.Chord A4 C#5 E5>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,107,3.5
322.25,<music21.chord.Chord C#3 C#4>,[0],[1],Con moto D850 II A Major.mid,Schubert,107,3.75
322.5,<music21.chord.Chord C#5 E5 A5>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,108,1.0
322.75,<music21.chord.Chord B2 B3>,[0],[11],Con moto D850 II A Major.mid,Schubert,108,1.25
323,<music21.chord.Chord E5 A5 C#6>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,108,1.5
323.25,<music21.chord.Chord A2 A3>,[0],[9],Con moto D850 II A Major.mid,Schubert,108,1.75
323.5,<music21.chord.Chord E5 G#5 C#6 E6>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,108,2.0
323.75,<music21.chord.Chord E5 G#5 C#6 E6 G#2 G#3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,108,2.25
324.25,<music21.chord.Chord E5 G#5 C#6 E6 E2 E3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,108,2.75
324.5,<music21.chord.Chord E5 G#5 C#6 E6 G#2 G#3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,108,3.0
324.75,<music21.chord.Chord E5 G#5 C#6 E6 C#3 C#4>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,108,3.25
325,<music21.chord.Chord C#5 G#5 C#6>,"[0, 5]","[8, 1]",Con moto D850 II A Major.mid,Schubert,108,3.5
325.25,<music21.chord.Chord E3 E4>,[0],[4],Con moto D850 II A Major.mid,Schubert,108,3.75
325.5,<music21.chord.Chord E-5 F#5 E-6>,"[0, 3]","[3, 6]",Con moto D850 II A Major.mid,Schubert,109,1.0
325.75,<music21.chord.Chord A3 A4>,[0],[9],Con moto D850 II A Major.mid,Schubert,109,1.25
326,<music21.chord.Chord F#5 C6 E-6 G#6>,"[0, 3, 6, 8]","[0, 3, 6, 8]",Con moto D850 II A Major.mid,Schubert,109,1.5
326.25,<music21.chord.Chord G#2 G#3>,[0],[8],Con moto D850 II A Major.mid,Schubert,109,1.75
326.5,<music21.chord.Chord C#5 E5 G#5 C#6>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,109,2.0
326.75,<music21.chord.Chord C#5 E5 G#5 C#6 C#3 C#4>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,109,2.25
327.25,<music21.chord.Chord C#5 E5 G#5 C#6 G#2 G#3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,109,2.75
327.5,<music21.chord.Chord C#5 E5 G#5 C#6 E2 E3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,109,3.0
327.75,<music21.chord.Chord C#5 E5 G#5 C#6 C#2 C#3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,109,3.25
328,<music21.chord.Chord E4 A4>,"[0, 5]","[4, 9]",Con moto D850 II A Major.mid,Schubert,109,3.5
328.25,<music21.chord.Chord C#3>,[0],[1],Con moto D850 II A Major.mid,Schubert,109,3.75
328.5,<music21.chord.Chord E-4 A4 B4>,"[0, 2, 6]","[9, 11, 3]",Con moto D850 II A Major.mid,Schubert,110,1.0
328.75,<music21.chord.Chord F#3>,[0],[6],Con moto D850 II A Major.mid,Schubert,110,1.25
329,<music21.chord.Chord D4 G#4 B4 E5>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,110,1.5
329.25,<music21.chord.Chord E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,110,1.75
329.5,<music21.chord.Chord C#4 A4>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,110,2.0
329.75,<music21.chord.Chord C#4 A4 F#3>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,110,2.25
330.25,<music21.chord.Chord C#4 A4 C#3>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,110,2.75
330.5,<music21.chord.Chord C#4 A4 A2>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,110,3.0
330.75,<music21.chord.Chord C#4 A4 F#2>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,110,3.25
331,<music21.chord.Chord C#5 G5 B-5>,"[0, 3, 6]","[7, 10, 1]",Con moto D850 II A Major.mid,Schubert,110,3.5
331.25,<music21.chord.Chord E2 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,110,3.75
331.5,<music21.chord.Chord D5 G5 B5>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,111,1.0
331.75,<music21.chord.Chord D2 D3>,[0],[2],Con moto D850 II A Major.mid,Schubert,111,1.25
332,<music21.chord.Chord E5 G5 C#6>,"[0, 3, 6]","[1, 4, 7]",Con moto D850 II A Major.mid,Schubert,111,1.5
332.25,<music21.chord.Chord C#2 C#3>,[0],[1],Con moto D850 II A Major.mid,Schubert,111,1.75
332.5,<music21.chord.Chord D5 G5 B5 D6>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,111,2.0
333,<music21.chord.Chord D5 G5 B5 D6 B1 D2 G2 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,111,2.5
333.75,<music21.chord.Chord B5 D6 B1 D2 G2 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,111,3.25
334,<music21.chord.Chord G5 B5>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,111,3.5
334.25,<music21.chord.Chord D5 G5>,"[0, 5]","[2, 7]",Con moto D850 II A Major.mid,Schubert,111,3.75
334.5,<music21.chord.Chord B4 D5>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,112,1.0
334.75,<music21.chord.Chord G4 B4>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,112,1.25
335,<music21.chord.Chord D4 G4>,"[0, 5]","[2, 7]",Con moto D850 II A Major.mid,Schubert,112,1.5
335.25,<music21.chord.Chord B3 D4 G2 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,112,1.75
335.5,<music21.chord.Chord C4 E4 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,112,2.0
337,<music21.chord.Chord B3 D4 G2 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,112,3.5
337.25,<music21.chord.Chord D4 G4 B2 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,112,3.75
337.5,<music21.chord.Chord C4 E4 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,113,1.0
337.75,<music21.chord.Chord E4 C5 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,113,1.25
338,<music21.chord.Chord F4 B4 D3 G3>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Con moto D850 II A Major.mid,Schubert,113,1.5
338.25,<music21.chord.Chord B4 F5 G2 G3>,"[0, 2, 6]","[5, 7, 11]",Con moto D850 II A Major.mid,Schubert,113,1.75
338.5,<music21.chord.Chord C5 E5 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,113,2.0
339,<music21.chord.Chord B3 D4 G2 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,113,2.5
339.25,<music21.chord.Chord D4 G4 B2 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,113,2.75
339.5,<music21.chord.Chord C4 E4 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,113,3.0
339.75,<music21.chord.Chord E4 C5 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,113,3.25
340,<music21.chord.Chord F4 B4 D3 G3>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Con moto D850 II A Major.mid,Schubert,113,3.5
340.25,<music21.chord.Chord B4 F5 G2 G3>,"[0, 2, 6]","[5, 7, 11]",Con moto D850 II A Major.mid,Schubert,113,3.75
340.5,<music21.chord.Chord C5 E5 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,114,1.0
341,<music21.chord.Chord F5 B5 D3 G3>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Con moto D850 II A Major.mid,Schubert,114,1.5
341.25,<music21.chord.Chord B5 F6 G2 G3>,"[0, 2, 6]","[5, 7, 11]",Con moto D850 II A Major.mid,Schubert,114,1.75
341.5,<music21.chord.Chord C6 E6 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,114,2.0
341.75,<music21.chord.Chord E5 C6 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,114,2.25
342,<music21.chord.Chord F5 B5 D3 G3>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Con moto D850 II A Major.mid,Schubert,114,2.5
342.25,<music21.chord.Chord B4 F5 G2 G3>,"[0, 2, 6]","[5, 7, 11]",Con moto D850 II A Major.mid,Schubert,114,2.75
342.5,<music21.chord.Chord C5 E5 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,114,3.0
343,<music21.chord.Chord E4 G#4 D5 E5>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,114,3.5
343.25,<music21.chord.Chord B1 B2>,[0],[11],Con moto D850 II A Major.mid,Schubert,114,3.75
343.5,<music21.chord.Chord F#4 A4 D5 F#5>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,115,1.0
343.75,<music21.chord.Chord E2 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,115,1.25
344,<music21.chord.Chord G#4 B4 E5 G#5>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,115,1.5
344.25,<music21.chord.Chord D2 D3>,[0],[2],Con moto D850 II A Major.mid,Schubert,115,1.75
344.5,<music21.chord.Chord A4 C#5 E5 A5>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,115,2.0
344.75,<music21.chord.Chord C#2 C#3>,[0],[1],Con moto D850 II A Major.mid,Schubert,115,2.25
345,<music21.chord.Chord B4 E-5 A5 B5>,"[0, 2, 6]","[9, 11, 3]",Con moto D850 II A Major.mid,Schubert,115,2.5
345.25,<music21.chord.Chord F#2 F#3>,[0],[6],Con moto D850 II A Major.mid,Schubert,115,2.75
345.5,<music21.chord.Chord C#5 E5 A5 C#6 E2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,115,3.0
346.25,<music21.chord.Chord A4 E2 E3>,"[0, 5]","[4, 9]",Con moto D850 II A Major.mid,Schubert,115,3.75
346.5,<music21.chord.Chord C#5 D4 E4 G#4 E2 E3>,"[0, 1, 3, 7]","[1, 2, 4, 8]",Con moto D850 II A Major.mid,Schubert,116,1.0
347.25,<music21.chord.Chord B4 D4 E4 G#4 E2 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,116,1.75
347.5,<music21.chord.Chord C#4 E4 A4 A2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,116,2.0
349,<music21.chord.Chord E5 E4>,[0],[4],Con moto D850 II A Major.mid,Schubert,116,3.5
349.25,<music21.chord.Chord D5 D4>,[0],[2],Con moto D850 II A Major.mid,Schubert,116,3.75
349.5,<music21.chord.Chord D5 D4>,[0],[2],Con moto D850 II A Major.mid,Schubert,117,1.0
349.75,<music21.chord.Chord C#5 C#4>,[0],[1],Con moto D850 II A Major.mid,Schubert,117,1.25
350,<music21.chord.Chord B4 B3>,[0],[11],Con moto D850 II A Major.mid,Schubert,117,1.5
350.25,<music21.chord.Chord A4 A3>,[0],[9],Con moto D850 II A Major.mid,Schubert,117,1.75
350.375,<music21.chord.Chord A4 A3>,[0],[9],Con moto D850 II A Major.mid,Schubert,117,1.875
350.5,<music21.chord.Chord E5 E4>,[0],[4],Con moto D850 II A Major.mid,Schubert,117,2.0
352,<music21.chord.Chord E5 E4>,[0],[4],Con moto D850 II A Major.mid,Schubert,117,3.5
352.25,<music21.chord.Chord D5 D4>,[0],[2],Con moto D850 II A Major.mid,Schubert,117,3.75
352.5,<music21.chord.Chord D5 D4>,[0],[2],Con moto D850 II A Major.mid,Schubert,118,1.0
352.6666667,<music21.chord.Chord C#5 C#4>,[0],[1],Con moto D850 II A Major.mid,Schubert,118,1.1666667
352.875,<music21.chord.Chord B4 B3>,[0],[11],Con moto D850 II A Major.mid,Schubert,118,1.375
353,<music21.chord.Chord B-4 B-3>,[0],[10],Con moto D850 II A Major.mid,Schubert,118,1.5
353.125,<music21.chord.Chord C#5 C#4>,[0],[1],Con moto D850 II A Major.mid,Schubert,118,1.625
353.3333333,<music21.chord.Chord D5 D4>,[0],[2],Con moto D850 II A Major.mid,Schubert,118,1.8333333
353.375,<music21.chord.Chord C#5 D5 C#4 D4>,"[0, 1]","[1, 2]",Con moto D850 II A Major.mid,Schubert,118,1.875
353.4583333,<music21.chord.Chord C#5 C#4>,[0],[1],Con moto D850 II A Major.mid,Schubert,118,1.9583333
353.5,<music21.chord.Chord E5 E4>,[0],[4],Con moto D850 II A Major.mid,Schubert,118,2.0
355,<music21.chord.Chord B-4 B-3>,[0],[10],Con moto D850 II A Major.mid,Schubert,118,3.5
355.25,<music21.chord.Chord E5 E4>,[0],[4],Con moto D850 II A Major.mid,Schubert,118,3.75
355.5,<music21.chord.Chord D5 D4>,[0],[2],Con moto D850 II A Major.mid,Schubert,119,1.0
355.625,<music21.chord.Chord E5 E4>,[0],[4],Con moto D850 II A Major.mid,Schubert,119,1.125
355.75,<music21.chord.Chord D5 D4>,[0],[2],Con moto D850 II A Major.mid,Schubert,119,1.25
355.875,<music21.chord.Chord C#5 C#4>,[0],[1],Con moto D850 II A Major.mid,Schubert,119,1.375
356,<music21.chord.Chord B4 B3>,[0],[11],Con moto D850 II A Major.mid,Schubert,119,1.5
356.125,<music21.chord.Chord C#5 C#4>,[0],[1],Con moto D850 II A Major.mid,Schubert,119,1.625
356.25,<music21.chord.Chord D5 D4>,[0],[2],Con moto D850 II A Major.mid,Schubert,119,1.75
356.375,<music21.chord.Chord E5 E4>,[0],[4],Con moto D850 II A Major.mid,Schubert,119,1.875
356.5,<music21.chord.Chord F#5 F#4>,[0],[6],Con moto D850 II A Major.mid,Schubert,119,2.0
357,<music21.chord.Chord F#5 B-4 F#4 E4>,"[0, 2, 6]","[4, 6, 10]",Con moto D850 II A Major.mid,Schubert,119,2.5
357.5,<music21.chord.Chord F#5 B4 F#4 D4>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,119,3.0
358,<music21.chord.Chord B-5 C#5 F#4 C#4 E4>,"[0, 3, 6, 8]","[10, 1, 4, 6]",Con moto D850 II A Major.mid,Schubert,119,3.5
358.5,<music21.chord.Chord B5 D5 B3 D4 F#4>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,120,1.0
359,<music21.chord.Chord F#5 B4 D4>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,120,1.5
359.25,<music21.chord.Chord D5 B4 D4>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,120,1.75
359.5,<music21.chord.Chord A4 C#5 E-4>,"[0, 4, 6]","[9, 1, 3]",Con moto D850 II A Major.mid,Schubert,120,2.0
360.5,<music21.chord.Chord G#4 B4 E4>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,120,3.0
361,<music21.chord.Chord E4 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,120,3.5
361.25,<music21.chord.Chord E-4 E-3>,[0],[3],Con moto D850 II A Major.mid,Schubert,120,3.75
361.5,<music21.chord.Chord E4 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,121,1.0
361.75,<music21.chord.Chord B3 B2>,[0],[11],Con moto D850 II A Major.mid,Schubert,121,1.25
361.875,<music21.chord.Chord A3 B3 A2 B2>,"[0, 2]","[9, 11]",Con moto D850 II A Major.mid,Schubert,121,1.375
362,<music21.chord.Chord A3 A2>,[0],[9],Con moto D850 II A Major.mid,Schubert,121,1.5
362.25,<music21.chord.Chord G#3 G#2>,[0],[8],Con moto D850 II A Major.mid,Schubert,121,1.75
362.375,<music21.chord.Chord G#3 G#2>,[0],[8],Con moto D850 II A Major.mid,Schubert,121,1.875
362.5,<music21.chord.Chord E4 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,121,2.0
363,<music21.chord.Chord E4 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,121,2.5
364,<music21.chord.Chord E4 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,121,3.5
364.25,<music21.chord.Chord E-4 E-3>,[0],[3],Con moto D850 II A Major.mid,Schubert,121,3.75
364.5,<music21.chord.Chord E4 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,122,1.0
364.75,<music21.chord.Chord C4 C3>,[0],[0],Con moto D850 II A Major.mid,Schubert,122,1.25
364.875,<music21.chord.Chord B3 C4 B2 C3>,"[0, 1]","[11, 0]",Con moto D850 II A Major.mid,Schubert,122,1.375
365,<music21.chord.Chord B3 B2>,[0],[11],Con moto D850 II A Major.mid,Schubert,122,1.5
365.25,<music21.chord.Chord A3 A2>,[0],[9],Con moto D850 II A Major.mid,Schubert,122,1.75
365.375,<music21.chord.Chord A3 A2>,[0],[9],Con moto D850 II A Major.mid,Schubert,122,1.875
365.5,<music21.chord.Chord F4 F3>,[0],[5],Con moto D850 II A Major.mid,Schubert,122,2.0
366,<music21.chord.Chord F4 F3>,[0],[5],Con moto D850 II A Major.mid,Schubert,122,2.5
367,<music21.chord.Chord F4 F3>,[0],[5],Con moto D850 II A Major.mid,Schubert,122,3.5
367.25,<music21.chord.Chord E4 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,122,3.75
367.5,<music21.chord.Chord F4 F3>,[0],[5],Con moto D850 II A Major.mid,Schubert,123,1.0
367.75,<music21.chord.Chord D4 D3>,[0],[2],Con moto D850 II A Major.mid,Schubert,123,1.25
367.875,<music21.chord.Chord C4 D4 C3 D3>,"[0, 2]","[0, 2]",Con moto D850 II A Major.mid,Schubert,123,1.375
368,<music21.chord.Chord C4 C3>,[0],[0],Con moto D850 II A Major.mid,Schubert,123,1.5
368.25,<music21.chord.Chord B3 B2>,[0],[11],Con moto D850 II A Major.mid,Schubert,123,1.75
368.375,<music21.chord.Chord B3 B2>,[0],[11],Con moto D850 II A Major.mid,Schubert,123,1.875
368.5,<music21.chord.Chord G4 G3>,[0],[7],Con moto D850 II A Major.mid,Schubert,123,2.0
369,<music21.chord.Chord D4 G4 B4 G3 F3>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Con moto D850 II A Major.mid,Schubert,123,2.5
369.5,<music21.chord.Chord C4 G4 C5 G3 E3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,123,3.0
370,<music21.chord.Chord D4 G4 D5 G3 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,123,3.5
370.5,<music21.chord.Chord E5 E4 G4 G3 C3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,124,1.0
371,<music21.chord.Chord G5 G4 B4 G3 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,124,1.5
371.25,<music21.chord.Chord F5 G4 B4 G3 D3>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Con moto D850 II A Major.mid,Schubert,124,1.75
371.5,<music21.chord.Chord B4 F5 G4 G3 D3>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Con moto D850 II A Major.mid,Schubert,124,2.0
372.5,<music21.chord.Chord C5 E5 G4 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,124,3.0
373,<music21.chord.Chord G4 E5 G5 G3 G2>,"[0, 3]","[4, 7]",Con moto D850 II A Major.mid,Schubert,124,3.5
373.5,<music21.chord.Chord C5 G5 C6 A2 A3 G3>,"[0, 2, 5]","[7, 9, 0]",Con moto D850 II A Major.mid,Schubert,125,1.0
374,<music21.chord.Chord D5 G5 D6 B2 G3 B3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,125,1.5
374.5,<music21.chord.Chord E5 G5 E6 C3 G3 C4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,125,2.0
375,<music21.chord.Chord E5 G5 E6 C3 G3 C4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,125,2.5
376,<music21.chord.Chord C6 C5 E5 C4 E4 E3>,"[0, 4]","[0, 4]",Con moto D850 II A Major.mid,Schubert,125,3.5
376.5,<music21.chord.Chord G5 C5 E5 G3 C4 E4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,126,1.0
377,<music21.chord.Chord B4 D5 F5 G3 B3 D4>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Con moto D850 II A Major.mid,Schubert,126,1.5
377.5,<music21.chord.Chord E5 C5 C4 A3>,"[0, 3, 7]","[9, 0, 4]",Con moto D850 II A Major.mid,Schubert,126,2.0
378,<music21.chord.Chord E5 C5 C4 A3>,"[0, 3, 7]","[9, 0, 4]",Con moto D850 II A Major.mid,Schubert,126,2.5
379,<music21.chord.Chord F4 D5 G4 G3 B2>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Con moto D850 II A Major.mid,Schubert,126,3.5
379.5,<music21.chord.Chord E4 C5 G4 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,127,1.0
380,<music21.chord.Chord G4 B3 G3 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,127,1.5
380.5,<music21.chord.Chord C4 E4 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,127,2.0
381,<music21.chord.Chord C4 E4 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,127,2.5
382,<music21.chord.Chord C4 E4 G3 C3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,127,3.5
382.25,<music21.chord.Chord B3 D4 G3 G2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,127,3.75
382.5,<music21.chord.Chord B3 D4 G3 G2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,128,1.0
382.75,<music21.chord.Chord C4 E4 G3 C3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,128,1.25
383,<music21.chord.Chord C4 E4 G3 C3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,128,1.5
383.25,<music21.chord.Chord B3 F4 G3 D3>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Con moto D850 II A Major.mid,Schubert,128,1.75
383.5,<music21.chord.Chord C4 E4 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,128,2.0
384,<music21.chord.Chord C5 E5 G4 C4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,128,2.5
384.25,<music21.chord.Chord B4 D5 G4 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,128,2.75
384.5,<music21.chord.Chord D5 B4 G4 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,128,3.0
384.75,<music21.chord.Chord E5 C5 G4 C4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,128,3.25
385,<music21.chord.Chord G5 B4 G4 E4>,"[0, 3, 7]","[4, 7, 11]",Con moto D850 II A Major.mid,Schubert,128,3.5
385.25,<music21.chord.Chord F5 B4 G4 D4>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Con moto D850 II A Major.mid,Schubert,128,3.75
385.5,<music21.chord.Chord E5 C5 G4 C4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,129,1.0
386,<music21.chord.Chord C4 E4 G3 C3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,129,1.5
386.25,<music21.chord.Chord B3 D4 G3 G2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,129,1.75
386.5,<music21.chord.Chord D4 B3 G3 G2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,129,2.0
386.75,<music21.chord.Chord E4 C4 G3 C3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,129,2.25
387,<music21.chord.Chord G4 B3 G3 E3>,"[0, 3, 7]","[4, 7, 11]",Con moto D850 II A Major.mid,Schubert,129,2.5
