offset,Chord,NormalForm,PCsInNormalForm,file,Composer,Measure Number,Measure Beat Number
89.75,<music21.chord.Chord F#4 B3 E-4 B1 B2>,"[0, 4, 7]","[11, 3, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,23,2.75
90,<music21.chord.Chord E4 C2 C3>,"[0, 4]","[0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,23,3
90.25,<music21.chord.Chord G3 C4 E4 C2 C3>,"[0, 4, 7]","[0, 4, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,23,3.25
90.5,<music21.chord.Chord F#4 G3 C4 C3 E3>,"[0, 4, 6, 7]","[0, 4, 6, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,23,3.5
90.75,<music21.chord.Chord G3 C4 F#4 C3 E3>,"[0, 4, 6, 7]","[0, 4, 6, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,23,3.75
91,<music21.chord.Chord G4 C3 E3 A3>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,23,4
91.5,<music21.chord.Chord C4 E4 A4 C2 C3>,"[0, 3, 7]","[9, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,23,4.5
92,<music21.chord.Chord B4 B2 B1>,[0],[11],Songs without Words Op102 No1 E minor.mid,Mendelssohn,24,1
92.25,<music21.chord.Chord E-4 B3 B4 B2 B1>,"[0, 4]","[11, 3]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,24,1.25
92.5,<music21.chord.Chord B4 E-4 B3 F#3 B2>,"[0, 4, 7]","[11, 3, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,24,1.5
92.75,<music21.chord.Chord B3 E-4 B4 F#3 B2>,"[0, 4, 7]","[11, 3, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,24,1.75
93,<music21.chord.Chord B4 A3 F#3>,"[0, 3, 5]","[6, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,24,2
93.25,<music21.chord.Chord A4 A3 F#3>,"[0, 3]","[6, 9]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,24,2.25
93.5,<music21.chord.Chord F#4 B3 B2 B1>,"[0, 5]","[6, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,24,2.5
93.75,<music21.chord.Chord E-4 B3 B2 B1>,"[0, 4]","[11, 3]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,24,2.75
94,<music21.chord.Chord E4 E1 E2>,[0],[4],Songs without Words Op102 No1 E minor.mid,Mendelssohn,24,3
94.25,<music21.chord.Chord B3 G3 E4 E1 E2>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,24,3.25
94.5,<music21.chord.Chord E4 B3 G3 E3 B2 E1 E2>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,24,3.5
94.75,<music21.chord.Chord G3 B3 E4 E1 E2 E3 B2>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,24,3.75
95,<music21.chord.Chord B2 G3 E3 E1 E2>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,24,4
95.5,<music21.chord.Chord E4 G4 B4 E5 E1 E2 B2 G3 E3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,24,4.5
95.75,<music21.chord.Chord E4 G4 B4 E5 B2 G3 E3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,24,4.75
96,<music21.chord.Chord E5 E2 E3 B2 G3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,25,1
96.25,<music21.chord.Chord A4 C5 E5 E2 B2 G3 E3>,"[0, 3, 5, 7, 8]","[4, 7, 9, 11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,25,1.25
96.5,<music21.chord.Chord E5 A4 C5 A3 C4 E3 E2 B2 G3>,"[0, 3, 5, 7, 8]","[4, 7, 9, 11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,25,1.5
96.75,<music21.chord.Chord A4 C5 E5 E2 A3 C4>,"[0, 3, 7]","[9, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,25,1.75
97,<music21.chord.Chord A5 A3 C4 E4 E3 E2>,"[0, 3, 7]","[9, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,25,2
97.5,<music21.chord.Chord C5 E5 C6 E2 A3 C4 E4 E3>,"[0, 3, 7]","[9, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,25,2.5
97.75,<music21.chord.Chord C5 E5 C6 A3 C4 E4>,"[0, 3, 7]","[9, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,25,2.75
98,<music21.chord.Chord B5 E2 E3 A3 C4 E4>,"[0, 2, 3, 7]","[9, 11, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,25,3
98.25,<music21.chord.Chord B4 E5 B5 E2 A3 C4 E4 E3>,"[0, 2, 3, 7]","[9, 11, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,25,3.25
98.5,<music21.chord.Chord G5 B4 E5 G3 B3 E3 E2 A3 C4 E4>,"[0, 3, 5, 7, 8]","[4, 7, 9, 11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,25,3.5
98.75,<music21.chord.Chord B4 G5 E2 G3 B3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,25,3.75
99,<music21.chord.Chord E5 G3 B3 E4 E3 E2>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,25,4
99.5,<music21.chord.Chord G4 B4 G5 E2 G3 B3 E4 E3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,25,4.5
99.75,<music21.chord.Chord G4 B4 G5 G3 B3 E4>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,25,4.75
100,<music21.chord.Chord F#5 A1 A2 G3 B3 E4>,"[0, 2, 3, 5, 7]","[4, 6, 7, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,26,1
100.25,<music21.chord.Chord A4 C5 F#5 A1 A2 G3 B3 E4>,"[0, 2, 3, 5, 7, 8]","[4, 6, 7, 9, 11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,26,1.25
100.5,<music21.chord.Chord E5 A4 C5 A3 C4 E3 A1 A2 G3 B3 E4>,"[0, 3, 5, 7, 8]","[4, 7, 9, 11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,26,1.5
100.75,<music21.chord.Chord A4 E5 A1 A2 A3 C4>,"[0, 3, 7]","[9, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,26,1.75
101,<music21.chord.Chord C5 E3 A3 C4 E4 A1 A2>,"[0, 3, 7]","[9, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,26,2
101.5,<music21.chord.Chord F#4 A4 E5 A1 A2 E3 A3 C4 E4>,"[0, 2, 5, 8]","[4, 6, 9, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,26,2.5
101.75,<music21.chord.Chord F#4 A4 E5 E3 A3 C4 E4>,"[0, 2, 5, 8]","[4, 6, 9, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,26,2.75
102,<music21.chord.Chord B4 E2 E3 A3 C4 E4>,"[0, 2, 3, 7]","[9, 11, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,26,3
102.25,<music21.chord.Chord G4 E4 B4 E2 E3 A3 C4>,"[0, 3, 5, 7, 8]","[4, 7, 9, 11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,26,3.25
102.5,<music21.chord.Chord B4 G4 B2 G3 E3 E2 A3 C4 E4>,"[0, 3, 5, 7, 8]","[4, 7, 9, 11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,26,3.5
102.75,<music21.chord.Chord E4 G4 B4 E2 B2 G3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,26,3.75
103,<music21.chord.Chord B4 G3 B3 E3 E2>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,26,4
103.5,<music21.chord.Chord E4 G4 B4 E5 E2 G3 B3 E3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,26,4.5
103.75,<music21.chord.Chord E4 G4 B4 E5 G3 B3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,26,4.75
104,<music21.chord.Chord E5 E2 E3 G3 B3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,27,1
104.25,<music21.chord.Chord A4 C5 E5 E2 E3 G3 B3>,"[0, 3, 5, 7, 8]","[4, 7, 9, 11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,27,1.25
104.5,<music21.chord.Chord E5 A4 C5 E3 A3 C4 G3 B3>,"[0, 3, 5, 7, 8]","[4, 7, 9, 11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,27,1.5
104.75,<music21.chord.Chord A4 C5 E5 A3 C4>,"[0, 3, 7]","[9, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,27,1.75
105,<music21.chord.Chord A5 E3 A3 C4 E4>,"[0, 3, 7]","[9, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,27,2
105.5,<music21.chord.Chord C5 E5 C6 E3 A3 C4 E4>,"[0, 3, 7]","[9, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,27,2.5
106,<music21.chord.Chord B5 E3 E2 A3 C4 E4>,"[0, 2, 3, 7]","[9, 11, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,27,3
