offset,Chord,NormalForm,PCsinNormalForm,file,Phrase Boundary,Song Count,Measure Number,Measure Count
0.5,<music21.chord.Chord D2 A2 D3 D5 A5 D6>,"[0, -7]","[9, 2]",Takemitsu_Romance.mxl,,,69,2
1.0,<music21.chord.Chord G3 A3 E-4 D5 A5 D6>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,,,69,3
0.0,<music21.chord.Chord A0 A1 A5 A6>,[0],[9],Takemitsu_Romance.mxl,,,70,1
0.5,<music21.chord.Chord A2 B-2 E-3 A4 D5 A5>,"[0, 1, -7, -6]","[9, 10, 2, 3]",Takemitsu_Romance.mxl,,,70,2
1.0,<music21.chord.Chord A2 B-2 E-3 A4 D5 A5>,"[0, 1, -7, -6]","[9, 10, 2, 3]",Takemitsu_Romance.mxl,,,70,3
0.0,<music21.chord.Chord A3 B-3 E-4 A4 D5 A5>,"[0, 1, -7, -6]","[9, 10, 2, 3]",Takemitsu_Romance.mxl,,,71,1
1.0,<music21.chord.Chord G4>,[0],[7],Takemitsu_Romance.mxl,,,71,3
0.0,<music21.chord.Chord D3 A3 D4>,"[0, -7]","[9, 2]",Takemitsu_Romance.mxl,,,72,1
0.5,<music21.chord.Chord D3 G3 D4>,"[0, 5]","[2, 7]",Takemitsu_Romance.mxl,,,72,2
1.0,<music21.chord.Chord D3 G3 A4>,"[0, 2, -5]","[7, 9, 2]",Takemitsu_Romance.mxl,,,72,3
0.0,<music21.chord.Chord A2 E-3 G4 D5>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,,,73,1
0.5,<music21.chord.Chord A2 D3 G4 D5>,"[0, 2, -5]","[7, 9, 2]",Takemitsu_Romance.mxl,,,73,2
1.0,<music21.chord.Chord A2 G3 G4>,"[0, 2]","[7, 9]",Takemitsu_Romance.mxl,,,73,3
0.0,<music21.chord.Chord A3 E-4 G4 E-5>,"[0, 4, 6]","[3, 7, 9]",Takemitsu_Romance.mxl,,,74,1
0.5,<music21.chord.Chord A3 D4 G4 E-5>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,,,74,2
1.0,<music21.chord.Chord A3 D4 A4>,"[0, -7]","[9, 2]",Takemitsu_Romance.mxl,,,74,3
0.0,<music21.chord.Chord C3 G3 C4 D4 A4 D5>,"[0, 2, -7, -5]","[7, 9, 0, 2]",Takemitsu_Romance.mxl,,,75,1
1.0,<music21.chord.Chord D2 D4 A4 D5>,"[0, -7]","[9, 2]",Takemitsu_Romance.mxl,,,75,3
1.25,<music21.chord.Chord G2 D4 A4 D5>,"[0, 2, -5]","[7, 9, 2]",Takemitsu_Romance.mxl,,,75,3 1/2
0.0,<music21.chord.Chord E-3 A3 E-4 A4 E-5>,"[0, 6]","[3, 9]",Takemitsu_Romance.mxl,,,76,1
0.5,<music21.chord.Chord E-3 G3 E-4 A4 E-5>,"[0, 4, 6]","[3, 7, 9]",Takemitsu_Romance.mxl,,,76,2
1.0,<music21.chord.Chord A3 B-3 E-4 A4 E-5 A5>,"[0, 1, -6]","[9, 10, 3]",Takemitsu_Romance.mxl,,,76,3
0.0,<music21.chord.Chord A3 B-3 E-4 A4 E-5 A5>,"[0, 1, -6]","[9, 10, 3]",Takemitsu_Romance.mxl,,,77,1
0.5,<music21.chord.Chord A3 B-3 E-4 A4 E-5 A5>,"[0, 1, -6]","[9, 10, 3]",Takemitsu_Romance.mxl,,,77,2
1.0,<music21.chord.Chord G3 B-3 E-4 A4 E-5 A5>,"[0, 4, 6, 7]","[3, 7, 9, 10]",Takemitsu_Romance.mxl,,,77,3
0.0,<music21.chord.Chord A1 D2 A2 A5 D6 A6>,"[0, -7]","[9, 2]",Takemitsu_Romance.mxl,,,78,1
