offset,Chord,NormalForm,PCsInNormalForm,GlobalScaleDegrees,Phrase Bounday,Song Beat Number,Measure Number,Measure Beat Number
92,<music21.chord.Chord C6 A3>,"[0, 3]","[9, 0]","[9, 0]",,93,24,1
92.25,<music21.chord.Chord B3>,[0],[11],[11],,93,24,1
92.5,<music21.chord.Chord C4>,[0],[0],[0],,93,24,1
92.75,<music21.chord.Chord D4>,[0],[2],[2],,93,24,1
93,<music21.chord.Chord E4>,[0],[4],[4],,94,24,2
93.25,<music21.chord.Chord F#4>,[0],[6],[6],,94,24,2
93.5,<music21.chord.Chord G4>,[0],[7],[7],,94,24,2
93.75,<music21.chord.Chord A4>,[0],[9],[9],,94,24,2
94,<music21.chord.Chord C6 A3>,"[0, 3]","[9, 0]","[9, 0]",,95,24,3
94.25,<music21.chord.Chord B5>,[0],[11],[11],,95,24,3
94.5,<music21.chord.Chord A5>,[0],[9],[9],,95,24,3
94.75,<music21.chord.Chord G5>,[0],[7],[7],,95,24,3
95,<music21.chord.Chord F#5>,[0],[6],[6],,96,24,4
95.25,<music21.chord.Chord E5>,[0],[4],[4],,96,24,4
95.5,<music21.chord.Chord D5>,[0],[2],[2],,96,24,4
95.75,<music21.chord.Chord C5>,[0],[0],[0],,96,24,4
96,<music21.chord.Chord D5 B2>,"[0, 3]","[11, 2]","[11, 2]",,97,25,1
96.25,<music21.chord.Chord C3>,[0],[0],[0],,97,25,1
96.5,<music21.chord.Chord D3>,[0],[2],[2],,97,25,1
96.75,<music21.chord.Chord E3>,[0],[4],[4],,97,25,1
97,<music21.chord.Chord F#3>,[0],[6],[6],,98,25,2
97.25,<music21.chord.Chord G3>,[0],[7],[7],,98,25,2
97.5,<music21.chord.Chord A3>,[0],[9],[9],,98,25,2
97.75,<music21.chord.Chord B3>,[0],[11],[11],,98,25,2
98,<music21.chord.Chord B2>,[0],[11],[11],,99,25,3
98.25,<music21.chord.Chord D5>,[0],[2],[2],,99,25,3
98.5,<music21.chord.Chord E5>,[0],[4],[4],,99,25,3
98.75,<music21.chord.Chord F#5>,[0],[6],[6],,99,25,3
99,<music21.chord.Chord G5>,[0],[7],[7],,100,25,4
99.25,<music21.chord.Chord A5>,[0],[9],[9],,100,25,4
99.5,<music21.chord.Chord B5>,[0],[11],[11],,100,25,4
99.75,<music21.chord.Chord C6>,[0],[0],[0],,100,25,4
100,<music21.chord.Chord D6 B3>,"[0, 3]","[11, 2]","[11, 2]",,101,26,1
100.25,<music21.chord.Chord C4>,[0],[0],[0],,101,26,1
100.5,<music21.chord.Chord D4>,[0],[2],[2],,101,26,1
100.75,<music21.chord.Chord E4>,[0],[4],[4],,101,26,1
101,<music21.chord.Chord F#4>,[0],[6],[6],,102,26,2
101.25,<music21.chord.Chord G4>,[0],[7],[7],,102,26,2
101.5,<music21.chord.Chord A4>,[0],[9],[9],,102,26,2
101.75,<music21.chord.Chord B4>,[0],[11],[11],,102,26,2
102,<music21.chord.Chord D6 B3>,"[0, 3]","[11, 2]","[11, 2]",,103,26,3
102.25,<music21.chord.Chord C6>,[0],[0],[0],,103,26,3
102.5,<music21.chord.Chord B5>,[0],[11],[11],,103,26,3
102.75,<music21.chord.Chord A5>,[0],[9],[9],,103,26,3
103,<music21.chord.Chord G5>,[0],[7],[7],,104,26,4
103.25,<music21.chord.Chord F#5>,[0],[6],[6],,104,26,4
103.5,<music21.chord.Chord E5>,[0],[4],[4],,104,26,4
103.75,<music21.chord.Chord D5>,[0],[2],[2],,104,26,4
104,<music21.chord.Chord E5 C4 G4>,"[0, 4, 7]","[0, 4, 7]","[0, 4, 7]",,105,27,1
104.25,<music21.chord.Chord F#5 C4 G4>,"[0, 1, 6]","[6, 7, 0]","[6, 7, 0]",,105,27,1
104.5,<music21.chord.Chord G5 C4 G4>,"[0, 5]","[7, 0]","[7, 0]",,105,27,1
104.75,<music21.chord.Chord A5 C4 G4>,"[0, 2, 5]","[7, 9, 0]","[7, 9, 0]",,105,27,1
105,<music21.chord.Chord B5 C4 G4>,"[0, 4, 5]","[7, 11, 0]","[7, 11, 0]",,106,27,2
105.25,<music21.chord.Chord C6 C4 G4>,"[0, 5]","[7, 0]","[7, 0]",,106,27,2
105.5,<music21.chord.Chord D6 C4 G4>,"[0, 2, 7]","[0, 2, 7]","[0, 2, 7]",,106,27,2
105.75,<music21.chord.Chord E6 C4 G4>,"[0, 4, 7]","[0, 4, 7]","[0, 4, 7]",,106,27,2
105.875,<music21.chord.Chord E6>,[0],[4],[4],,106,27,2
106,<music21.chord.Chord F#6 C4 D4 A4>,"[0, 3, 6, 8]","[6, 9, 0, 2]","[6, 9, 0, 2]",,107,27,3
106.25,<music21.chord.Chord E6 C4 D4 A4>,"[0, 3, 5, 7]","[9, 0, 2, 4]","[9, 0, 2, 4]",,107,27,3
106.5,<music21.chord.Chord D6 C4 D4 A4>,"[0, 3, 5]","[9, 0, 2]","[9, 0, 2]",,107,27,3
106.75,<music21.chord.Chord C6 C4 D4 A4>,"[0, 3, 5]","[9, 0, 2]","[9, 0, 2]",,107,27,3
107,<music21.chord.Chord B5 C4 D4 A4>,"[0, 2, 3, 5]","[9, 11, 0, 2]","[9, 11, 0, 2]",,108,27,4
107.25,<music21.chord.Chord A5 C4 D4 A4>,"[0, 3, 5]","[9, 0, 2]","[9, 0, 2]",,108,27,4
107.5,<music21.chord.Chord G5 C4 D4 A4>,"[0, 2, 5, 7]","[7, 9, 0, 2]","[7, 9, 0, 2]",,108,27,4
107.75,<music21.chord.Chord F#5 C4 D4 A4>,"[0, 3, 6, 8]","[6, 9, 0, 2]","[6, 9, 0, 2]",,108,27,4
107.875,<music21.chord.Chord F#5>,[0],[6],[6],,108,27,4
108,<music21.chord.Chord G5 B3 D4 G4>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,109,28,1
108.25,<music21.chord.Chord A5 B3 D4 G4>,"[0, 2, 4, 7]","[7, 9, 11, 2]","[7, 9, 11, 2]",,109,28,1
108.5,<music21.chord.Chord B5 B3 D4 G4>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,109,28,1
108.75,<music21.chord.Chord C6 B3 D4 G4>,"[0, 4, 5, 7]","[7, 11, 0, 2]","[7, 11, 0, 2]",,109,28,1
109,<music21.chord.Chord D6 B3 D4 G4>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,110,28,2
109.25,<music21.chord.Chord E6 B3 D4 G4>,"[0, 3, 5, 8]","[11, 2, 4, 7]","[11, 2, 4, 7]",,110,28,2
109.5,<music21.chord.Chord F#6 B3 D4 G4>,"[0, 1, 5, 8]","[6, 7, 11, 2]","[6, 7, 11, 2]",,110,28,2
109.75,<music21.chord.Chord G6 B3 D4 G4>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,110,28,2
110,<music21.chord.Chord A6 A3 C4 D4 F#4>,"[0, 3, 6, 8]","[6, 9, 0, 2]","[6, 9, 0, 2]",,111,28,3
110.25,<music21.chord.Chord G6 A3 C4 D4 F#4>,"[0, 1, 3, 6, 8]","[6, 7, 9, 0, 2]","[6, 7, 9, 0, 2]",,111,28,3
110.5,<music21.chord.Chord F#6 A3 C4 D4 F#4>,"[0, 3, 6, 8]","[6, 9, 0, 2]","[6, 9, 0, 2]",,111,28,3
110.75,<music21.chord.Chord E6 A3 C4 D4 F#4>,"[0, 2, 4, 6, 9]","[0, 2, 4, 6, 9]","[0, 2, 4, 6, 9]",,111,28,3
111,<music21.chord.Chord D6 A3 C4 D4 F#4>,"[0, 3, 6, 8]","[6, 9, 0, 2]","[6, 9, 0, 2]",,112,28,4
111.25,<music21.chord.Chord C6 A3 C4 D4 F#4>,"[0, 3, 6, 8]","[6, 9, 0, 2]","[6, 9, 0, 2]",,112,28,4
111.5,<music21.chord.Chord B5 A3 C4 D4 F#4>,"[0, 3, 5, 6, 8]","[6, 9, 11, 0, 2]","[6, 9, 11, 0, 2]",,112,28,4
111.75,<music21.chord.Chord A5 A3 C4 D4 F#4>,"[0, 3, 6, 8]","[6, 9, 0, 2]","[6, 9, 0, 2]",2,112,28,4
112,<music21.chord.Chord B5 G3 B3 D4 G4>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",1,113,29,1
112.25,<music21.chord.Chord B6>,[0],[11],[11],,113,29,1
112.5,<music21.chord.Chord A6>,[0],[9],[9],,113,29,1
112.75,<music21.chord.Chord G6>,[0],[7],[7],,113,29,1
113,<music21.chord.Chord F#6>,[0],[6],[6],,114,29,2
113.25,<music21.chord.Chord E6>,[0],[4],[4],,114,29,2
113.5,<music21.chord.Chord D6 B-4>,"[0, 4]","[10, 2]","[10, 2]",,114,29,2
113.75,<music21.chord.Chord C#6 B-4>,"[0, 3]","[10, 1]","[10, 1]",,114,29,2
114,<music21.chord.Chord D6 G4 B4>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,115,29,3
114.25,<music21.chord.Chord B6>,[0],[11],[11],,115,29,3
114.5,<music21.chord.Chord A6>,[0],[9],[9],,115,29,3
114.75,<music21.chord.Chord G6>,[0],[7],[7],,115,29,3
115,<music21.chord.Chord F#6>,[0],[6],[6],,116,29,4
115.25,<music21.chord.Chord E6>,[0],[4],[4],,116,29,4
115.5,<music21.chord.Chord D6 B-4>,"[0, 4]","[10, 2]","[10, 2]",,116,29,4
115.75,<music21.chord.Chord C#6 B-4>,"[0, 3]","[10, 1]","[10, 1]",,116,29,4
116,<music21.chord.Chord D6 G4 B4>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,117,30,1
116.25,<music21.chord.Chord B6>,[0],[11],[11],,117,30,1
116.5,<music21.chord.Chord A6>,[0],[9],[9],,117,30,1
116.75,<music21.chord.Chord G6>,[0],[7],[7],,117,30,1
117,<music21.chord.Chord F#6>,[0],[6],[6],,118,30,2
117.25,<music21.chord.Chord E6>,[0],[4],[4],,118,30,2
117.5,<music21.chord.Chord D6>,[0],[2],[2],,118,30,2
117.75,<music21.chord.Chord C#6>,[0],[1],[1],,118,30,2
118,<music21.chord.Chord E6 D4 F#4 C5>,"[0, 2, 4, 6]","[0, 2, 4, 6]","[0, 2, 4, 6]",,119,30,3
118.25,<music21.chord.Chord D6 D4 F#4 C5>,"[0, 2, 6]","[0, 2, 6]","[0, 2, 6]",,119,30,3
118.5,<music21.chord.Chord C6 D4 F#4 C5>,"[0, 2, 6]","[0, 2, 6]","[0, 2, 6]",,119,30,3
118.75,<music21.chord.Chord B5 D4 F#4 C5>,"[0, 1, 3, 7]","[11, 0, 2, 6]","[11, 0, 2, 6]",,119,30,3
119,<music21.chord.Chord A5 D4 F#4 C5>,"[0, 3, 6, 8]","[6, 9, 0, 2]","[6, 9, 0, 2]",,120,30,4
119.25,<music21.chord.Chord B5 D4 F#4 C5>,"[0, 1, 3, 7]","[11, 0, 2, 6]","[11, 0, 2, 6]",,120,30,4
119.5,<music21.chord.Chord C6 D4 F#4 C5>,"[0, 2, 6]","[0, 2, 6]","[0, 2, 6]",,120,30,4
119.75,<music21.chord.Chord D6 D4 F#4 C5>,"[0, 2, 6]","[0, 2, 6]","[0, 2, 6]",,120,30,4
120,<music21.chord.Chord B5 G3 B3>,"[0, 4]","[7, 11]","[7, 11]",,121,31,1
120.25,<music21.chord.Chord B6 G3 B3>,"[0, 4]","[7, 11]","[7, 11]",,121,31,1
120.5,<music21.chord.Chord A6 G3 B3>,"[0, 2, 4]","[7, 9, 11]","[7, 9, 11]",,121,31,1
120.75,<music21.chord.Chord G6 G3 B3>,"[0, 4]","[7, 11]","[7, 11]",,121,31,1
121,<music21.chord.Chord F#6 D3 G3 B3>,"[0, 1, 5, 8]","[6, 7, 11, 2]","[6, 7, 11, 2]",,122,31,2
121.25,<music21.chord.Chord E6 D3 G3 B3>,"[0, 3, 5, 8]","[11, 2, 4, 7]","[11, 2, 4, 7]",,122,31,2
121.5,<music21.chord.Chord D6 D3 G3 B3>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,122,31,2
121.75,<music21.chord.Chord C#6 D3 G3 B3>,"[0, 4, 6, 7]","[7, 11, 1, 2]","[7, 11, 1, 2]",,122,31,2
122,<music21.chord.Chord D6 G3 B3>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,123,31,3
122.25,<music21.chord.Chord B6 G3 B3>,"[0, 4]","[7, 11]","[7, 11]",,123,31,3
122.5,<music21.chord.Chord A6 G3 B3>,"[0, 2, 4]","[7, 9, 11]","[7, 9, 11]",,123,31,3
122.75,<music21.chord.Chord G6 G3 B3>,"[0, 4]","[7, 11]","[7, 11]",,123,31,3
123,<music21.chord.Chord F#6 D3 G3 B3>,"[0, 1, 5, 8]","[6, 7, 11, 2]","[6, 7, 11, 2]",,124,31,4
123.25,<music21.chord.Chord E6 D3 G3 B3>,"[0, 3, 5, 8]","[11, 2, 4, 7]","[11, 2, 4, 7]",,124,31,4
123.5,<music21.chord.Chord D6 D3 G3 B3>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,124,31,4
123.75,<music21.chord.Chord C#6 D3 G3 B3>,"[0, 4, 6, 7]","[7, 11, 1, 2]","[7, 11, 1, 2]",,124,31,4
124,<music21.chord.Chord D6 G3 B3>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,125,32,1
124.25,<music21.chord.Chord B6 G3 B3>,"[0, 4]","[7, 11]","[7, 11]",,125,32,1
124.5,<music21.chord.Chord A6 G3 B3>,"[0, 2, 4]","[7, 9, 11]","[7, 9, 11]",,125,32,1
124.75,<music21.chord.Chord G6 G3 B3>,"[0, 4]","[7, 11]","[7, 11]",,125,32,1
125,<music21.chord.Chord F#6 D3 G3 B3>,"[0, 1, 5, 8]","[6, 7, 11, 2]","[6, 7, 11, 2]",,126,32,2
125.25,<music21.chord.Chord E6 D3 G3 B3>,"[0, 3, 5, 8]","[11, 2, 4, 7]","[11, 2, 4, 7]",,126,32,2
125.5,<music21.chord.Chord D6 D3 G3 B3>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,126,32,2
125.75,<music21.chord.Chord C#6 D3 G3 B3>,"[0, 4, 6, 7]","[7, 11, 1, 2]","[7, 11, 1, 2]",,126,32,2
126,<music21.chord.Chord E6 F#3 C4>,"[0, 4, 6]","[0, 4, 6]","[0, 4, 6]",,127,32,3
126.25,<music21.chord.Chord D6 F#3 C4>,"[0, 2, 6]","[0, 2, 6]","[0, 2, 6]",,127,32,3
126.5,<music21.chord.Chord C6 F#3 C4>,"[0, 6]","[0, 6]","[0, 6]",,127,32,3
126.75,<music21.chord.Chord B5 F#3 C4>,"[0, 5, 6]","[6, 11, 0]","[6, 11, 0]",,127,32,3
127,<music21.chord.Chord A5 D3 F#3 C4>,"[0, 3, 6, 8]","[6, 9, 0, 2]","[6, 9, 0, 2]",,128,32,4
127.25,<music21.chord.Chord B5 D3 F#3 C4>,"[0, 1, 3, 7]","[11, 0, 2, 6]","[11, 0, 2, 6]",,128,32,4
127.5,<music21.chord.Chord C6 D3 F#3 C4>,"[0, 2, 6]","[0, 2, 6]","[0, 2, 6]",,128,32,4
127.75,<music21.chord.Chord D6 D3 F#3 C4>,"[0, 2, 6]","[0, 2, 6]","[0, 2, 6]",,128,32,4
128,<music21.chord.Chord B5 G3 B3>,"[0, 4]","[7, 11]","[7, 11]",,129,33,1
128.25,<music21.chord.Chord D6>,[0],[2],[2],,129,33,1
128.5,<music21.chord.Chord C6>,[0],[0],[0],,129,33,1
128.75,<music21.chord.Chord B5>,[0],[11],[11],,129,33,1
129,<music21.chord.Chord A5 E-5>,"[0, 6]","[3, 9]","[3, 9]",,130,33,2
129.25,<music21.chord.Chord C6>,[0],[0],[0],,130,33,2
129.5,<music21.chord.Chord B5>,[0],[11],[11],,130,33,2
129.75,<music21.chord.Chord A5>,[0],[9],[9],,130,33,2
130,<music21.chord.Chord G5 E5>,"[0, 3]","[4, 7]","[4, 7]",,131,33,3
130.25,<music21.chord.Chord B5>,[0],[11],[11],,131,33,3
130.5,<music21.chord.Chord A5>,[0],[9],[9],,131,33,3
130.75,<music21.chord.Chord G5>,[0],[7],[7],,131,33,3
131,<music21.chord.Chord F5 B4>,"[0, 6]","[5, 11]","[5, 11]",,132,33,4
131.25,<music21.chord.Chord A5>,[0],[9],[9],,132,33,4
131.5,<music21.chord.Chord G5>,[0],[7],[7],,132,33,4
131.75,<music21.chord.Chord F5>,[0],[5],[5],,132,33,4
132,<music21.chord.Chord E5 C5>,"[0, 4]","[0, 4]","[0, 4]",,133,34,1
132.25,<music21.chord.Chord G5>,[0],[7],[7],,133,34,1
132.5,<music21.chord.Chord F5>,[0],[5],[5],,133,34,1
132.75,<music21.chord.Chord E5>,[0],[4],[4],,133,34,1
133,<music21.chord.Chord D5 G#4>,"[0, 6]","[2, 8]","[2, 8]",,134,34,2
133.25,<music21.chord.Chord F5>,[0],[5],[5],,134,34,2
133.5,<music21.chord.Chord E5>,[0],[4],[4],,134,34,2
133.75,<music21.chord.Chord D5>,[0],[2],[2],,134,34,2
134,<music21.chord.Chord C5 A4>,"[0, 3]","[9, 0]","[9, 0]",,135,34,3
134.25,<music21.chord.Chord E5>,[0],[4],[4],,135,34,3
134.5,<music21.chord.Chord D5>,[0],[2],[2],,135,34,3
134.75,<music21.chord.Chord C5>,[0],[0],[0],,135,34,3
135,<music21.chord.Chord B4 D4 G#4>,"[0, 3, 6]","[8, 11, 2]","[8, 11, 2]",,136,34,4
135.25,<music21.chord.Chord D5>,[0],[2],[2],,136,34,4
135.5,<music21.chord.Chord C5>,[0],[0],[0],,136,34,4
135.75,<music21.chord.Chord B4>,[0],[11],[11],,136,34,4
136,<music21.chord.Chord A4 C4 E4>,"[0, 3, 7]","[9, 0, 4]","[9, 0, 4]",,137,35,1
136.25,<music21.chord.Chord C5>,[0],[0],[0],,137,35,1
136.5,<music21.chord.Chord B4>,[0],[11],[11],,137,35,1
136.75,<music21.chord.Chord A4>,[0],[9],[9],,137,35,1
137,<music21.chord.Chord G#4 D4 F4>,"[0, 3, 6]","[2, 5, 8]","[2, 5, 8]",,138,35,2
137.25,<music21.chord.Chord B4>,[0],[11],[11],,138,35,2
137.5,<music21.chord.Chord A4>,[0],[9],[9],,138,35,2
137.75,<music21.chord.Chord G#4>,[0],[8],[8],,138,35,2
138,<music21.chord.Chord A4 C4 E4>,"[0, 3, 7]","[9, 0, 4]","[9, 0, 4]",,139,35,3
138.25,<music21.chord.Chord C5>,[0],[0],[0],,139,35,3
138.5,<music21.chord.Chord B4>,[0],[11],[11],,139,35,3
138.75,<music21.chord.Chord A4>,[0],[9],[9],,139,35,3
139,<music21.chord.Chord G#4 D4 F4>,"[0, 3, 6]","[2, 5, 8]","[2, 5, 8]",,140,35,4
139.25,<music21.chord.Chord B4>,[0],[11],[11],,140,35,4
139.5,<music21.chord.Chord A4>,[0],[9],[9],,140,35,4
139.75,<music21.chord.Chord G#4>,[0],[8],[8],,140,35,4
140,<music21.chord.Chord A4 C4 E4>,"[0, 3, 7]","[9, 0, 4]","[9, 0, 4]",,141,36,1
140.25,<music21.chord.Chord B4 C4 E4>,"[0, 1, 5]","[11, 0, 4]","[11, 0, 4]",,141,36,1
140.5,<music21.chord.Chord C5 C4 E4>,"[0, 4]","[0, 4]","[0, 4]",,141,36,1
140.75,<music21.chord.Chord D5 C4 E4>,"[0, 2, 4]","[0, 2, 4]","[0, 2, 4]",,141,36,1
141,<music21.chord.Chord E5 C4 E4>,"[0, 4]","[0, 4]","[0, 4]",,142,36,2
141.25,<music21.chord.Chord F#5 C4 E4>,"[0, 4, 6]","[0, 4, 6]","[0, 4, 6]",,142,36,2
141.5,<music21.chord.Chord G#5 C4 E4>,"[0, 4, 8]","[0, 4, 8]","[0, 4, 8]",,142,36,2
141.75,<music21.chord.Chord A5 C4 E4>,"[0, 3, 7]","[9, 0, 4]","[9, 0, 4]",,142,36,2
142,<music21.chord.Chord G5 C#4 E4 G4 A4>,"[0, 3, 6, 8]","[1, 4, 7, 9]","[1, 4, 7, 9]",,143,36,3
142.25,<music21.chord.Chord E5 C#4 E4 G4 A4>,"[0, 3, 6, 8]","[1, 4, 7, 9]","[1, 4, 7, 9]",,143,36,3
142.5,<music21.chord.Chord F#5 C#4 E4 G4 A4>,"[0, 3, 5, 6, 8]","[1, 4, 6, 7, 9]","[1, 4, 6, 7, 9]",,143,36,3
142.75,<music21.chord.Chord G5 C#4 E4 G4 A4>,"[0, 3, 6, 8]","[1, 4, 7, 9]","[1, 4, 7, 9]",,143,36,3
143,<music21.chord.Chord A5 C#4 E4 G4 A4>,"[0, 3, 6, 8]","[1, 4, 7, 9]","[1, 4, 7, 9]",,144,36,4
143.25,<music21.chord.Chord G5 C#4 E4 G4 A4>,"[0, 3, 6, 8]","[1, 4, 7, 9]","[1, 4, 7, 9]",,144,36,4
143.5,<music21.chord.Chord F#5 C#4 E4 G4 A4>,"[0, 3, 5, 6, 8]","[1, 4, 6, 7, 9]","[1, 4, 6, 7, 9]",,144,36,4
143.75,<music21.chord.Chord E5 C#4 E4 G4 A4>,"[0, 3, 6, 8]","[1, 4, 7, 9]","[1, 4, 7, 9]",,144,36,4
144,<music21.chord.Chord D5 D4 G4 B4>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,145,37,1
144.25,<music21.chord.Chord E5>,[0],[4],[4],,145,37,1
144.5,<music21.chord.Chord F#5>,[0],[6],[6],,145,37,1
144.75,<music21.chord.Chord G5>,[0],[7],[7],,145,37,1
145,<music21.chord.Chord A5 D3 D4>,"[0, 5]","[9, 2]","[9, 2]",,146,37,2
145.25,<music21.chord.Chord B5>,[0],[11],[11],,146,37,2
145.5,<music21.chord.Chord C6>,[0],[0],[0],,146,37,2
145.75,<music21.chord.Chord D6>,[0],[2],[2],,146,37,2
146,<music21.chord.Chord G5 B2 B3>,"[0, 4]","[7, 11]","[7, 11]",,147,37,3
146.25,<music21.chord.Chord A5>,[0],[9],[9],,147,37,3
146.5,<music21.chord.Chord B5>,[0],[11],[11],,147,37,3
146.75,<music21.chord.Chord C6>,[0],[0],[0],,147,37,3
147,<music21.chord.Chord D6 G2 G3>,"[0, 5]","[2, 7]","[2, 7]",,148,37,4
147.25,<music21.chord.Chord E6>,[0],[4],[4],,148,37,4
147.5,<music21.chord.Chord F#6>,[0],[6],[6],,148,37,4
147.75,<music21.chord.Chord G6>,[0],[7],[7],,148,37,4
148,<music21.chord.Chord D6 D2 D3>,[0],[2],[2],,149,38,1
148.25,<music21.chord.Chord E6>,[0],[4],[4],,149,38,1
148.5,<music21.chord.Chord F#6>,[0],[6],[6],,149,38,1
148.75,<music21.chord.Chord G6>,[0],[7],[7],,149,38,1
149,<music21.chord.Chord A6>,[0],[9],[9],,150,38,2
149.25,<music21.chord.Chord B6>,[0],[11],[11],,150,38,2
149.5,<music21.chord.Chord C7>,[0],[0],[0],,150,38,2
149.75,<music21.chord.Chord D7>,[0],[2],[2],,150,38,2
150,<music21.chord.Chord D3 F#3 A3 C4>,"[0, 3, 6, 8]","[6, 9, 0, 2]","[6, 9, 0, 2]",,151,38,3
151,<music21.chord.Chord A4 C5 D5 F#5 D3 F#3 A3 C4>,"[0, 3, 6, 8]","[6, 9, 0, 2]","[6, 9, 0, 2]",2,152,38,4
152,<music21.chord.Chord B4 D5 G5 G2>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",1,153,39,1
152.25,<music21.chord.Chord B4 D5 G5 A2>,"[0, 2, 4, 7]","[7, 9, 11, 2]","[7, 9, 11, 2]",,153,39,1
152.5,<music21.chord.Chord B4 D5 G5 B2>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,153,39,1
152.75,<music21.chord.Chord B4 D5 G5 C3>,"[0, 4, 5, 7]","[7, 11, 0, 2]","[7, 11, 0, 2]",,153,39,1
153,<music21.chord.Chord D3>,[0],[2],[2],,154,39,2
153.25,<music21.chord.Chord C3>,[0],[0],[0],,154,39,2
153.5,<music21.chord.Chord B2>,[0],[11],[11],,154,39,2
153.75,<music21.chord.Chord A2>,[0],[9],[9],,154,39,2
154,<music21.chord.Chord G2>,[0],[7],[7],,155,39,3
154.25,<music21.chord.Chord A2>,[0],[9],[9],,155,39,3
154.5,<music21.chord.Chord B2>,[0],[11],[11],,155,39,3
154.75,<music21.chord.Chord C3>,[0],[0],[0],,155,39,3
155,<music21.chord.Chord D3>,[0],[2],[2],,156,39,4
155.25,<music21.chord.Chord C3>,[0],[0],[0],,156,39,4
155.5,<music21.chord.Chord B2>,[0],[11],[11],,156,39,4
155.75,<music21.chord.Chord A2>,[0],[9],[9],,156,39,4
156,<music21.chord.Chord G2>,[0],[7],[7],,157,40,1
156.25,<music21.chord.Chord A2>,[0],[9],[9],,157,40,1
156.5,<music21.chord.Chord B2>,[0],[11],[11],,157,40,1
156.75,<music21.chord.Chord C3>,[0],[0],[0],,157,40,1
157,<music21.chord.Chord G4 B4 D3>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,158,40,2
157.25,<music21.chord.Chord G4 B4 C3>,"[0, 4, 5]","[7, 11, 0]","[7, 11, 0]",,158,40,2
157.375,<music21.chord.Chord C3>,[0],[0],[0],,158,40,2
157.5,<music21.chord.Chord B2>,[0],[11],[11],,158,40,2
157.75,<music21.chord.Chord A2>,[0],[9],[9],,158,40,2
158,<music21.chord.Chord G4 B4 G2>,"[0, 4]","[7, 11]","[7, 11]",,159,40,3
158.25,<music21.chord.Chord G4 B4 A2>,"[0, 2, 4]","[7, 9, 11]","[7, 9, 11]",,159,40,3
158.375,<music21.chord.Chord A2>,[0],[9],[9],,159,40,3
158.5,<music21.chord.Chord B2>,[0],[11],[11],,159,40,3
158.75,<music21.chord.Chord C3>,[0],[0],[0],,159,40,3
159,<music21.chord.Chord G4 B4 D3>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,160,40,4
159.25,<music21.chord.Chord G4 B4 E3>,"[0, 3, 7]","[4, 7, 11]","[4, 7, 11]",,160,40,4
159.375,<music21.chord.Chord E3>,[0],[4],[4],,160,40,4
159.5,<music21.chord.Chord F#3>,[0],[6],[6],,160,40,4
159.75,<music21.chord.Chord G3>,[0],[7],[7],,160,40,4
160,<music21.chord.Chord D5 F#4 D3>,"[0, 4]","[2, 6]","[2, 6]",,161,41,1
160.25,<music21.chord.Chord D5 F#4 E3>,"[0, 2, 4]","[2, 4, 6]","[2, 4, 6]",,161,41,1
160.5,<music21.chord.Chord D5 F#4 F#3>,"[0, 4]","[2, 6]","[2, 6]",,161,41,1
160.75,<music21.chord.Chord D5 F#4 G3>,"[0, 4, 5]","[2, 6, 7]","[2, 6, 7]",,161,41,1
161,<music21.chord.Chord D5 F#4 A3>,"[0, 4, 7]","[2, 6, 9]","[2, 6, 9]",,162,41,2
161.25,<music21.chord.Chord D5 F#4 G3>,"[0, 4, 5]","[2, 6, 7]","[2, 6, 7]",,162,41,2
161.5,<music21.chord.Chord D5 F#4 F#3>,"[0, 4]","[2, 6]","[2, 6]",,162,41,2
161.75,<music21.chord.Chord D5 F#4 E3>,"[0, 2, 4]","[2, 4, 6]","[2, 4, 6]",,162,41,2
162,<music21.chord.Chord C5 F#4 D3>,"[0, 2, 6]","[0, 2, 6]","[0, 2, 6]",,163,41,3
162.25,<music21.chord.Chord C5 F#4 E3>,"[0, 4, 6]","[0, 4, 6]","[0, 4, 6]",,163,41,3
162.5,<music21.chord.Chord C5 F#4 F#3>,"[0, 6]","[0, 6]","[0, 6]",,163,41,3
162.75,<music21.chord.Chord C5 F#4 G3>,"[0, 1, 6]","[6, 7, 0]","[6, 7, 0]",,163,41,3
163,<music21.chord.Chord C5 F#4 A3>,"[0, 3, 6]","[6, 9, 0]","[6, 9, 0]",,164,41,4
